addr:housenumber,payment:cash,contact:twitter,entrance,addr:street,drink,name:he,level,layer,guest_house,coffee,name:en,reservation,payment:notes,museum,service:bicycle:pump,article,roof:shape,memorial,internet_access:fee,name:de,payment:lightning,survey:date,title,addr:city,comment,lgbtq,tollFree,brand,contact:facebook,accessibility,description,latitude,disused:shop,name:ru,brand:wikipedia,source,addr:housename,common_tags,wikipedia,image,designation,brand:wikidata,wheelchair,checkIn,source:date,directions,name,description:ru,lastEdit,wheelchair:description,addr:postcode,contact:tripadvisor,official_name,last_checked,second_hand,rooms,denomination,changing_table:wheelchair,address,checkOut,note,wheelchair:description:de,disused:tourism,wikidata,email,ref:rce,heritage,surveillance,check_date:opening_hours,takeaway,start_date,historic,check_date,stroller,cuisine,beauty,craft_beer,payment:credit_cards,payment:onchain,addr:country,name:zh,shop,building:architecture,wikimedia_commons,religion,wifi,alt_name,unisex,contact:website,longitude,toilets:wheelchair,name:ko,name:lb,sport,contact:instagram,name:es,brewery,landuse,highchair,ref:bag,hours,drink:club-mate,stars,contact:phone,changing_table,toilets,url,name:da,changing_table:location,internet_access,alt,name:uk,atm,fax,name:nl,smoking,heritage:operator,drive_through,toilets:access,opening_hours,name:ml,currency:XBT,operator,type,payment:coins,air_conditioning,delivery,bicycle_rental,landmark,building:levels,phone,contact:email,amenity,access,int_name,old_name,price,website,meal,Micheline,category,Service,room_facilities,drink type,music type,Ambiental,price range,private_bath,air_conditioning.1,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,studio 80,,,,,,,,this be a somewhat more underground intimate club thats easy to miss because of it flashy neighbour it pride itself by try to stay on the forefront of electronic music in the city,,,,,,,,,,,,,,,tram rembrandtplein,,,,,,,,,,,,,rembrandtplein 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpwwwstudio80nl,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,no,,,,cocktail,electronic,intimate,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,sugar factory,,,,,,,,bit of a remarkable place that integrates art music culture theatre and nightclub into one it have a relaxed atmosphere with an eccentric artistry audience,,,,,,,,,,,,,,,tram leidseplein,,,,,,,,,,,,,lijnbaansgracht 238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpwwwsugarfactorynlpagesitehome,,,,,,,,,,,,,,,,,drink,,,,,,,31 20 626 50 06,,,,,,around €10,,,no,,,,cocktail,eclectic,chic,medium,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,the cave rockclub,,,,,,,,cozy metal bar with friendly barstaff and interest regular with live performance by tour metal band on weekend,,,,,,,,,,,,,,,tram prinsengracht,,,,,,,,,,,,,prinsengracht 472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpwwwthecavenl,,,,,,,,,,,,,,,,,drink,,,,,,,31 20 626 89 39,,,,,,,,,no,,,,beer,metal,casual,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,waterhole,,,,,,,,light rockfunk jam session in a dingy but atmospheric bar with pooltables live band play every night of the week,,,,,,,,,,,,,,,tram leidseplein,,,,,,,,,,,,,korte leidsedwarsstraat 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suth 3 be frisat 4 be,,,,,,httpwwwwaterholenl,,,,,,,,,,,,,,,,,drink,,,,,,,31 20 620 89 04,,,,,,€1 entrance fee include wardrobe,,,no,,,,beer,rock,casual,cheap,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,betty too,,,,,,,,absolute gem cozy and friendly place with moderate prize and interest international crowd,,,,,,,,,,,,,,,,,,,,,,,,,,,,reguliersdwarsstraat 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,no,,,,,,casual,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,bulldog,,,,,,,,this be the original shop that use to be a police department now it turn into a chain of touristy coffeeshops bar hotel and even an energy drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,leidseplein 1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,httpwwwbulldognl,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,no,,,,coffee,touristy,casual,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,global chillage,,,,,,,,good produce and nice tune but uncomfortable seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerkstraat 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,no,,,,,ambient,casual,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,grey area,,,,,,,,tiny but famous for their outstanding weed especially american strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,oude leliestraat 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,no,,,,beer,hiphop,casual,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,the otherside,,,,,,,,gay coffeeshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,reguliersdwarsstraat 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,no,,,,coffee,indie,casual,,,,,,,,,,,,
138,,,,kerkstraat,,,,,,,,,,,,amsterdamcanal district,,,,,,,han brinker hostel,amsterdam,,,,,httpswwwfacebookcomhansbrinkerhostelamsterdam,,very light atmosphere and doesnt take itself seriously bar and downstairs club,52.36362,,,,,,x x wlan 431 yes 64 no 20 x x yes 2234 limited 983 no 881,,,,,,,,tram 1 to keizersgracht,han brinker,,,,1017gr,,,,,,,,kerkstraat 136138,,,,,,receptionhansbrinkercom,,,,,,,,,,,,,,,nl,,,,,,,han brinker budget hotel,,,4.88815,,,,,httpswwwinstagramcomhansbrinkerhostelamsterdam,,,,,,,,,,,,httpwwwhansbrinkercom,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 622 0687,,hostel,,,,dorm €24 per person,httpshansbrinkercom,,no,,,bar club,,,,cheap,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,mozart hotel,,,,,,,,47 ensuite room,52.36555,,,,,,x x x x,,,,,,,,,ticket shop stromma canal tour,,,,,,,,,,,,prinsengracht 518520,,,,,,,,,,,,,,20230821,,,,,,,,,ticket,,,,,,,,4.88659,,,,,,,,,,,,,,,,,httpwwwhotelmozartnl,,,,,,,,,,,,,,,,stromma,sleep,,,,,,,31 20 620 95 46,,hotel,,,,single €50 double €60,httpswwwstrommacom,,no,,,private bath number bed not specify,,,,cheap,yes,,,,,,,,,,
4,,,,nicolaas witsenstraat,,,,,,,,,,,,amsterdamcanal district,,,,,,,hotel nicolaas witsen,amsterdam,,,,,,,,52.35891,,,,,,x x,,,,,,,,tram 4 frederiksplein,hotel nicolaas witsen,,,,1017zh,,,,,,,,nicolaas witsenstraat 48,,,,,,infohotelnicolaaswitsennl,,,,,,,,,,,,,,,nl,,,,,,,,,,4.89611,,,,,,,,,,,,,3,,,,httpwwwhotelnicolaaswitsennl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 623 6143,,hotel,,,,€75,httpswwwhotelnicolaaswitsennl,,no,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,hotel asterisk,,,,,,,,smallish but clean and quiet room in two building across a residential street generous checkincheckout good breakfast include close to tram stop walk to rijksvan gogh museum,52.3589,,,,,,wlan 431 yes 64 no 20 x,,,,,,1400,,from the station tram 16 24 25 weteringscircuit,kap,,,,,,,,,,,,den texstraat 16,1100,,,,,infoasteriskhotelnl,,,,,,,,,,,,,,,,,,,,,,,,,4.8939,,,,,,,,,,,,,2,,,,httpwwwasteriskhotelnlen,,,,,,,31 20 638 2790,,,,,,,,,,sleep,,,,,,,31 20 626 2396,,hotel,,,,€70 knock off a couple of euro by book directly on their site,,,no,,clean,clean and quiet room close to tram stop walk to rijksvan gogh museum generous checkincheckout good breakfast include location across a residential street,,,,cheap,,,,,,,,,smallish,,
113,,,,weteringschans,,,,,,,,,,,,amsterdamcanal district,,,,,,,blue moon bed breakfast,amsterdam,,,,,,,bed breakfast opposite the rijksmuseum,52.36033,,,,bag,,x x yes 2234 limited 983 no 881,,,,,,,20140211,,carl denig,,,,1017sb,,,,,,,,weteringschans 123a,,,,,,,,,,,,,,,,,,,,,,,outdoor,,,,,,,,4.8888,,,,,,,,,,,,,,,,,httpwwwbluemoonamsterdamnl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 428 88 00,,bed breakfast,,,,from €105 to €165,,,no,,,private bath view number bed not specify size not specify,,,,medium,,,,,city view,,,,,,
18,,,,westeinde,,,,,,,,,,,,amsterdamcanal district,,,,,,,cocomama,amsterdam,,,,,,,amsterdam first boutique hostel free wifi garden fully equip kitchen for guest use livingroom very social atmosphere all room en suite,52.35877,,,,bag,,x no 149 outside 100 isolated 7 separate 7 dedicate 3 yes 1 x,,,,,,4 pm,20140211,,cocomama,,,,1017zp,,,,,,,,westeinde 18,12 pm,,,,q111114729,,,,,,,,,,,,,,,,,,,,,,,,,,4.89866,,,,,,,,,,,,,,,,,httpwwwcocomamanl,,,,,,,,,outside,,,,,,,lotje,sleep,,,,,,,31 6272 454,,hostel,,,,private room €76 to €126 dorm €26 €48,httpswwwcocomamanl,,no,,,private bath kitchen living room garden free wifi,,,,medium,yes,,,,,yes,,,,,
382o,,,,marnixstraat,,,,,,,,,,,,amsterdamcanal district,,,,,,,hotel de paris,amsterdam,,,,,,,three star hotel,52.36547,,,,bag,,x x x,,,,,,,20140211,,hotel marnix,,,,1016xx,,,,,,,,marnixstraat 372,,,,hotel,,,,,,,,,,20230621,,,,,,,,,,,,,,,,,4.87979,,,,,,,,,,,,,,,,,httphoteldeparisamsterdamnl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 623 75 24,,hotel,,,,from €99,httpswwwmarnixhotelnl,,no,,,base on the description provide three star hotel common room facility could include private bath air conditioning tv number bed single double etc size of the room,,,,medium,,,,,,,,,,,
415,,,,marnixstraat,,,,,,,,,,,,amsterdamcanal district,,,,,,,hotel la boheme,amsterdam,,,,,,,two star hotel with very friendly staff clean room and free wi fi,52.36455,,,,bag,,x x,,,,,,,20140211,,la bohème,,,,1017pk,,,,,,,,marnixstraat 415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88108,,,,,,,,,,,,,,,,,httpwwwlabohemeamsterdamcom,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 624 2828,,hotel,,,,€80130,httpswwwlabohemeamsterdamcom,,no,,clean and friendly staff,clean room free wifi friendly staff,,,,medium,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamcanal district,,,,,,,jewel canal apartment,,,,,,,,two canal side apartment in the center of amsterdam close to the dam square suitable for holiday and business stay free high speed internet,52.37237,,,,,,x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 yes 72 no 22 unisex 2 yes 2234 limited 983 no 881,,,,,,,,,cafe het paleis,,,,,,,,,,,,singel 235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88898,no,,,,,,,,,,,,,,,yes,httpwwwamsterdamjewelcom,,,,,,,,,,,,,,,,,sleep,,,,,,,31 6 244 575 93,,cafe,,,,from €109 to €179,,,no,,,location center of amsterdam close to dam square view canal side number bed not specify facility free high speed internet,,,,,,,,,city view,,yes,,,,
382o,,,,marnixstraat,,,,,,,,,,,,amsterdamcanal district,,,,,,,marnix hotel,amsterdam,,,,,,,2 star hotel with dorm bed,52.36546,,,,bag,,x x x,,,,,,,20140211,,hotel marnix,,,,1016xx,,,,,,,,marnixstraat 382,,,,hotel,,,,,,,,,,20230621,,,,,,,,,,,,,,,,,4.87979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 664 6111,,hostel,,,,€7995 dorm €30 per person,httpswwwmarnixhotelnl,,no,,,dorm bed,,,,,,,,,,,,0,,,
4,,,,nicolaas witsenstraat,,,,,,,,,,,,amsterdamcanal district,,,,,,,hotel nicolaas witsen,amsterdam,,,,,,,3star hotel in the city center of amsterdam nearby heineken factory,52.35889,,,,,,x x,,,,,,,,,hotel nicolaas witsen,,,,1017zh,,,,,,,,nicolaas witsenstraat 4,,,,,,infohotelnicolaaswitsennl,,,,,,,,,,,,,,,nl,,,,,,,,,,4.89609,,,,,,,,,,,,,3,,,,httpwwwhotelnicolaaswitsennl,,,,,,,31 20 620 51 13,,,,,,,,,,sleep,,,,,,,31 20 623 6143,,hotel,,,,€132,httpswwwhotelnicolaaswitsennl,,no,,,possible room facility private bath air conditioning tv size standard room size for a 3star hotel,,,,medium,,,,,city view,,,,,,
97,,,,leidsekade,,,,,,,,,,,,amsterdamcanal district,,,,,,,eden amsterdam american hotel,amsterdam,,,,hard rock hotel,,,list a an art nouveau monument the hotel be right in the heart of leidseplein square both café americain and bar americain be in the hotel famous for celebrity and vip spot,52.36382,,,,,,x x x x x x yes 2234 limited 983 no 881,nlamerican hotel,,,q109275902,yes,,,,hard rock hotel amsterdam american,,,entrance at the side,1017pn,,hard rock hotel resort,,,,,,leidsekade 97,,,,,q2248135,infohrhamsterdamcom,,,,,,,,20230621,,,,,,,,,,,,,,,,,4.88123,yes,,,,,,,,,,,,4,,,,httpswwwamsterdamamericanhotelcom,,,,a member of summit hotel and resort,,,,,,,,,,,,,sleep,,yes,,,,,31 20 556 3000,,hotel,,,,€100200,httpswwwhardrockhotelscomamsterdamamerican,,no,,,private bath air conditioning view restaurant café americain bar bar americain,,,,medium,,yes,,,city view,,yes,,,,
341,,,,herengracht,,,,,,,,,,,,amsterdamcanal district,,,,,,,hotel ambassade,amsterdam,,,,,,,four star hotel on one of the main canal writer that stayed here left sign copy of their book in the hotel library,52.3694,,,,bag,,x x,,,,,,,20140211,,ambassade hotel,,,,1016az,,,,,,,,herengracht 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88722,,,,,,,,,,,,,4,,,,httpwwwambassadehotelnl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 555 02 22,,hotel,,,,€195,httpswwwambassadehotelnlnlhome,,no,,,private bath air conditioning view of the main canal library with sign copy of book from famous writer,,,,,,,,,,,,,,,
323,,,,prinsengracht,,,,,,,,,,,,amsterdamcanal district,,,,,,,hotel pulitzer,amsterdam,,,,,,,25 restore 17th and 18th century canal house overlook two of the city most picturesque canal prinsengracht and keizersgracht and make famous in ocean 12,52.37267,,,,bag,,x x x yes 2234 limited 983 no 881,nlhotel pulitzer,,,,yes,,20140211,,pulitzer,,,,1016gz,,,,,,,,prinsengracht 315331,,,,,q4500456,infopulitzeramsterdamcom,,,,,,,,,,,,,,,,,,,categoryhotel pulitzer,,,,,,4.88328,,,,,,,,,,,,,5,,,,httpwwwpulitzeramsterdamcom,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 523 5235,,hotel,,,,€259,httpswwwpulitzeramsterdamcom,,no,,clean,view overlook prinsengracht and keizersgracht canal historic 17th and 18thcentury canal house multiple room size varies private bath in some room,,,,expensive,,,,,city view,,,,,,
2,,,,linnaeusstraat,,,,,,,,,,,,amsterdamoost,,,,,,,tropenmuseum,amsterdam,,,,,,,ethnographic museum,52.36277,,музей тропиков,,bag,,x x x x x yes 2234 limited 983 no 881,nltropenmuseum,,,,yes,,20140324,tram 7 to linnaeusstraat tram 9 to eerste van swindenstraat or tram 10 or 14 to alexanderplein,wereldmuseum amsterdam,,,,1092ck,,,,,,,,linnaeusstraat 2,,,,,q1131589,infotropenmuseumnl,,,,,,,,,,,,,,,nl,,,,,,,,,,4.92268,,,,,,,,,,,tusu 10001700,,,,,,httptropenmuseumnlen,,,,,,,,wereldmuseum amsterdam,,,,,tusu 10001700,,,,see,,,,,,,31 20 5688200,,museum,,,,€1250,httpsamsterdamwereldmuseumnl,,no,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamoost,,,,,,,persmuseum,,,,,,,,,52.36916,,,,,,x x x,,,,,,,,,,,20160612,,,,,,,,,,zeeburgerkade 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.939835,,,,,,,,,,,,,,,,,httppersmuseumnl,,,,press museum,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamoost,,,,,,,oosterpark,,,,,,,,close to plantage this park hold several multicultural festival throughout the year,52.3601,,,,,,wlan 431 yes 64 no 20 x x no 149 outside 100 isolated 7 separate 7 dedicate 3 yes 1 x x,,,,,,,,behind the tropenmuseum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamoost,,,,,,,diemerpark,,,,,,,,this be a large park a little like a dune park,52.3527,,,,,,x x,,,,,,,,next to ijburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamoost,,,,,,,flevopark,,,,,,,,the flevopark be in the indische buurt at the eastern end of the insulindeweg next to the jewish cemetery the flevobad swim pool and the nieuwe diep inlet there be two cafés open in springsummerautumn time and one festival each year,52.3615,,,,,,x x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 yes 2234 limited 983 no 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
9,,,,kamerlingh onneslaan,,,,,,,,,,,,amsterdamoost,,,,,,,frankendael,amsterdam,,,,,,,frankendael be a house built in 1733 in watergraafsmeer the house be surround by a pleasant park take tram 9 get off at the stop hugo de vrieslaan,52.3507,,,,,,x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1,,,,,,,,,at the parq,,,,1097de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,cafe,,,,,,,no,,,,,,,,,,,,,,,,,outdoor,
68,,,,eerste van swindenstraat,,,,,,,,,,,,amsterdamoost,,,,,,,dappermarkt,amsterdam,,,,,,,in the east behind the zoo and be vote best market in the netherlands,52.36258,,,,,,x x x x,,,,,,,,,pita queen,,,,,,,,,,,,dapperstraat,,,,,,,,,,,,,,,,pita,,,,,,,,,,,,,,,4.92753,,,,,,,,,,,msa 09001700,,,,,,,,,,,,,,,,,,,,,,,buy,,,,,,,31 20 6947495,,restaurant,,,,,httpswwwpitaqueennl,,no,,,,,,,,,,,,,,,,,,
128,,,,krijn taconiskade,,,,,,,,,,,,amsterdamoost,,,,,,,bijtij,amsterdam,,,,,,,boutique,52.35272,,,,,,x x x,,,,,,,,,tjikky ko,,,,,,,,,,,,krijn taconiskade 126,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,5.00357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wesu 12001700,,,,buy,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
1153,,,,ijburglaan,,,,,,,,,,,,amsterdamoost,,,,,,,bliksem en sterren,amsterdam,,,,,,,for kid clothing,52.35524,,,,bag,,x x x,,,,,,,20140507,tram 26 to diemerparklaan,bliksem sterren,,,,1087gj,,,,,,,,ijburglaan 1153,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,4.99573,,,,,,,,,,,tuf 09001730 sa 10001700,,,,,,httpwwwbliksemensterrencom,,,,,,,,,,,,,tufr 09001730 sa 10001700,,,,buy,,,,,,,31 20 4166617,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdamoost,,,,,,,design020,,,,,,,,shop for furniture etc,52.36227,,,,,,x x x x x yes 2234 limited 983 no 881,,,,,yes,,,,design020,,,,,,,,,,,,pedro de medinalaan 89,,,,,,,,,,,,,,,,,,,,,,,mall,,,,,,,,4.9756,,,,,,,,retail,,,tusa 10001800,,,,,,,,,,,,,,,,,,,mo off tusa 10001800 su 12001700,,,,buy,,,,,,,,,,,,,,httpsdesign020nl,,no,,,,,,,,,,,,,,,,,,
1273,,,,ijburglaan,,,,,,,,,,,,amsterdamoost,,,,,,,flo 4 kidz,amsterdam,,,,,,,for kid clothing,52.35514,,,,bag,,x x x x yes 2234 limited 983 no 881,,,,,,,20140507,,flo 4 kidz,,,,1087gj,,,,,,,,ijburglaan 12731275,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,4.99594,,,,,,,,,,,tu 12001730 wsa 10001730,,,,,,httpflo4kidznlflo4kidzhtml,,,,,,,,,,,,,tu 12001730 wesa 10001730,,,,buy,,,,,,,31 20 6625007,,,,,,,httpwwwflo4kidznl,,no,,,,,,,,,,,,,,,,,,
1277,,,,ijburglaan,,,,,,,,,,,,amsterdamoost,,,,,,,frontrow,amsterdam,,,,,thenewclassic1956752971318243,,boutique,52.35503,,,,bag,,x x x x x yes 2234 limited 983 no 881,,,,,,,20140507,,the new classic,,,,1087gj,,,,,,,,ijburglaan 1277,,,,,,infothenewclassicnl,,,,,,,,,,,,,,,,,clothes,,,,,,,,4.99616,,,,,thenewclassicnl,,,,,,,,,,,,,,,,,,,,,,,,,tufr 11001730 sa 11001700,,,,buy,,,,,,,31 6 11202978,,,,,,,httpswwwthenewclassicnl,,no,,,,,,,,,,,,,,,,,,
1277,,,,ijburglaan,,,,,,,,,,,,amsterdamoost,,,,,,,ien lifestyleshop,amsterdam,,,,,thenewclassic1956752971318243,,boutique,52.35513,,,,bag,,x x x x x yes 2234 limited 983 no 881,,,,,,,20140507,,the new classic,,,,1087gj,,,,,,,,diemerparklaan 52,,,,,,infothenewclassicnl,,,,,,,,,,,,,,,,,clothes,,,,,,,,4.99597,,,,,thenewclassicnl,,,,,,,,,,,,,,,,,,,,,,,,,tufr 11001730 sa 11001700,,,,buy,,,,,,,31 6 11202978,,,,,,,httpswwwthenewclassicnl,,no,,,,,,,,,,,,,,,,,,
1281,,,,ijburglaan,,,,,,,,,,,,amsterdamoost,,,,,,,ijgenwijs,amsterdam,,,,,,,nice shop for present and home decoration it be about to close,52.35489,,,,bag,,x x yes 2234 limited 983 no 881,,,,,,,20140507,,smartphone repair,,,,1087gj,,,,,,,,ijburglaan 1285,,,,,,,,,,,,,,,,,,,,,,,electronics,,,,,,,,4.99645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buy,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
1359,,,,ijburglaan,,,,,,,,,,,,amsterdamoost,,,,,,,sevenlands,amsterdam,,,,,coffeeandkidsnl111338068271092,,boutique,52.35349,,,,bag,,x x x x x x,,,,,,,20140507,,coffee and kid,,,,1087jj,,,,,,,,ijburglaan 1359,,,,,,hellocoffeeandkidsnl,,,,,,,,,,coffeeshop,,,,,,,,,,,,,,,4.9991,,,,,coffeeandkidsnl,,,,,,,,,,,,,,,,,,,,,,,,,mofr 08301700 sa 09001400,,,,buy,,,,,,,31 6 41204909,,cafe,,,,,httpswwwcoffeeandkidsnl,,no,,,,,,,,,,,,,,,,,,
1501,,,,ijburglaan,,,,,,,,,,,,amsterdamoost,,,,,,,suburb denim,amsterdam,,,,,sunnysidesnl,,boutique,52.35126,,,,bag,,x x x x yes 2234 limited 983 no 881,,,,,,,20140507,,sunny side,,,,1087km,,,,,,,,ijburglaan 1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00325,,,,,sunnysidesnl,,,,,,,,,,,,,,,,,,,,,,,,,tusu 11002100,,,,buy,,,,,,,31 6 84316939,,restaurant,,,,,httpswwwsunnysideijburgnl,,no,,,,,,,,,,,,,,,,,,
128,,,,krijn taconiskade,,,,,,,,,,,,amsterdamoost,,,,,,,tjikkyko,amsterdam,,,,,,,for kid clothing,52.35267,,,,,,x x x,,,,,,,,,tjikky ko,,,,,,,,,,,,krijn taconiskade 128p,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,5.00367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wesu 12001700,,,,buy,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
835,,,,ijburglaan,,,,,,,,,,,,amsterdamoost,,,,,,,boerenjongens eetwinkel,amsterdam,,,,,,,a deli shop annex lunch room with product from the region,52.35667,,,,bag,,x x,,,,,,,20140507,,brouwer makelaars,,,,1087cl,,,,,,,,talbotstraat 3,,,,,,,,,,,,,,,,,,,,,,,estateagent,,,,,,,,4.99327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eat,,,,,,,31 20 4167059,,,,,,,,lunch,no,,,,,,casual,,,,,,,,,,,,
39,,,,pampuslaan,,,,,,,,,,,,amsterdamoost,,,,,,,ijsburg,amsterdam,,,,,,,ice cream shop,52.35225,,,,bag,,x x,,,,,,,20140507,tram 26 to ijburg,midnight ijburg,,,,1087hp,,,,,,,,pampuslaan 41,,,,,,,,,,,,,,,,,,,,,,,convenience,,,,,,,,5.007687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eat,,,,,,,,,,,,,,,,no,,,,,,casual,,,,,,,,,,,,
1501,,,,ijburglaan,,,,,,,,,,,,amsterdamoost,,,,,,,de keuken van tante til,amsterdam,,,,,sunnysidesnl,,mediterranean deli annex restaurant,52.35149,,,,bag,,x x x x yes 2234 limited 983 no 881,,,,,,,20140507,tram 26 to ijburg,sunny side,,,,1087km,,,,,,,,ijburglaan 1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00279,,,,,sunnysidesnl,,,,,,,,,,,,httpwwwdekeukenvantantetilnl,,,,,,,,,,,,,tusu 11002100,,,,eat,,,,,,,31 6 84316939,,restaurant,,,,main €1015,httpswwwsunnysideijburgnl,,no,,,,,,casual,cheap,,,,,,,,,,,
1,,,,eerste van swindenstraat,,,,,,,,,,,,amsterdamoost,,,,,,,biertuin,amsterdam,,,,,,,oktoberfeststyle biergarten so expect long table and a wide variety of bottle beer available it have a nice atmosphere during warm summer evening try the hamburger deluxe or chicken menu and come early a it be often crowd reservation can not be make but you can wait outside with a beer until seat be available,52.3623,,,,bag,,x x x,,,,,,,20140324,tram 9 to eerste van swindenstraat,baldev,,,,1093es,,,,,,,,linnaeusstraat 29,,,,,,,,,,,,,,,,,,,,,,,jewelry,,,,,,,,4.92416,,,,,,,,,,,su th 11000100 f sa 11000300,,,,,,httpwwwdebiertuinnl,,,,,,,,,,,,,,,,,eat,,,,,,,31 20 6650956,,,,,,€1520,httpsbaldevnl,dinner,no,,,,,,casual,medium,,,,,,,,,,,
