addr:housenumber,payment:cash,contact:twitter,entrance,addr:street,drink,name:he,level,layer,guest_house,coffee,name:en,reservation,payment:notes,museum,service:bicycle:pump,article,roof:shape,memorial,internet_access:fee,name:de,payment:lightning,survey:date,title,addr:city,comment,lgbtq,tollFree,brand,contact:facebook,accessibility,description,latitude,disused:shop,name:ru,brand:wikipedia,source,addr:housename,common_tags,wikipedia,image,designation,brand:wikidata,wheelchair,checkIn,source:date,directions,name,description:ru,lastEdit,wheelchair:description,addr:postcode,diet:vegan,contact:tripadvisor,official_name,last_checked,second_hand,rooms,denomination,changing_table:wheelchair,address,checkOut,note,wheelchair:description:de,disused:tourism,wikidata,email,ref:rce,heritage,surveillance,check_date:opening_hours,takeaway,start_date,historic,indoor_seating,check_date,stroller,cuisine,beauty,craft_beer,payment:credit_cards,payment:onchain,addr:country,name:zh,shop,building:architecture,wikimedia_commons,religion,wifi,alt_name,unisex,contact:website,longitude,toilets:wheelchair,diet:vegetarian,name:ko,fee,name:lb,sport,contact:instagram,name:es,brewery,landuse,highchair,ref:bag,hours,drink:club-mate,stars,contact:phone,changing_table,toilets,url,name:da,changing_table:location,internet_access,alt,building,name:uk,outdoor_seating,atm,fax,name:nl,smoking,diet:gluten_free,heritage:operator,drive_through,toilets:access,opening_hours,name:ml,currency:XBT,operator,type,payment:coins,air_conditioning,delivery,bicycle_rental,landmark,building:levels,phone,contact:email,amenity,access,int_name,old_name,price,tourism,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Santa Jet,,,,,,,,"Prinsenstraat 7. This little boutique specializes in hand-made imports from Latin America. You can find everything from mini shrines made of tin, to lamps, to kitschy postcards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buy,,,,,,,+31 20 427 2070,,,,,,,,,,,,,,,,
39,,,,Berenstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,De Beeldenwinkel Sculpture Gallery,Amsterdam,,,,,,,"This is a gallery for sculpture lovers, with bronze statues, pottery, abstract sculpture, raku-fired statues and marble figures sculpture to suit every budget and taste.",52.37035,,,,BAG,,", , , , , X, X, , , X",,,,,,,2014-02-11,,Smaak,,,,1016GG,,,,,,,,,Berenstraat 29,,,,,,,,,,,,,,,,,,,,,,,,bag,,,,,,,https://www.smaakamsterdam.com/amsterdam,4.88325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buy,,,,,,,,,,,,,,,https://www.smaakamsterdam.com,,,,,,,,
38,,,,Berenstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Pancakes! Amsterdam,Amsterdam,,,,,,,Amazing variety of both sweet and savory pancakes. Quaint atmosphere and the street side tables are great to watch people. The only downfall is that street side tables attract too many tourists asking for directions.,52.37050,,,,,,", , , , X, X, X, X, X, yes: 2234, limited: 983, no: 881",,,,,no,,,,Pancakes Amsterdam,,,,1016GH,,,,,,,,,Berenstraat 38,,,,,,,,,,,,,,,,,pancake,,,,,,,,,,,,,,,4.88318,,,,,,,,,,,,,,,,,,,http://www.pancakesamsterdam.com/,,,,,,,,,,,,,,,,Mo-Su 09:00-18:00,,,,eat,,,,,,,+31 20 528 9797,,restaurant,,,,,,https://www.pancakesamsterdam.com,Brunch,3 star,,,,,,
191,,,,Prinsengracht,,,,,,,,,,,,Amsterdam/Canal District,,,no,,,,The Pancake Bakery,Amsterdam,,,,,,,Large selection of sweet or savory pancakes.,52.37757,,,,,,", , , , X, X, X, , , wlan: 431, yes: 64, no: 20, , X, X, , X",,,,,,,,,The Pancake Bakery,,,,1015DS,no,,,,,,,,Prinsengracht 191,,,,,,,,,,,,,,,2023-06-21,,pancake,,,,,,,,,,,,,,,4.88616,,yes,,,,,,,,,,,12:00-21:30 daily,,,,,,http://www.pancake.nl/en/,,,wlan,,,,,,,,,,,,,Mo-Su 09:00-21:30,,,,eat,,,,,,,+31 20 625 1333,,restaurant,,,,,,https://www.pancake.nl,Brunch,No,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,De Blauwe Hollander,,,,,,,,"Dutch restaurant with an extensive menu of hearty home cooked dishes like herrings, pea soup and ''hutspot''.  Unlike most restaurants in this area, this one gets local diners too, and if it gets crowded enough you may have to share tables.  Pancakes served only until 5 PM.",52.36354,,,,,,"X, X, X, X",,,,,,,,,De blauwe Hollander,,,,,,,,,,,,,Leidsekruisstraat 28,,,,,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,4.88473,,,,,,,,,,,,,Noon-10 PM,,,,,,http://www.deblauwehollander.nl,,,,,,,,,,,,,,,,,,,,eat,,,,,,,+31-20-6270251,,restaurant,,,,&euro;20,,https://www.deblauwehollander.nl,Dinner,No,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Damsteeg,,,,,,,,"They specialise in fish dishes, but they also have a wide variety of meat and vegetarian meals to choose from. With bar.",52.37249,,,,,,"X, X, yes: 2234, limited: 983, no: 881",,,,,no,,,,Bussia,,,,,,,,,,,,,Reestraat 28-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88332,,,,,,,,,,,,,,,,,,,http://www.theninestreets.com/damsteeg-restaurant-amsterdam.html,,,,,,,,,,,,,,,,,,,,eat,,,,,,,,,restaurant,,,,,,,Dinner,No,,,,,,
101,no,,,Brouwersgracht,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Dimitrij,Amsterdam,,,,,,,"Offering dozens of interesting sandwiches and salads. Dimitrij is a must for at least one lunch, and it's on a street which is packed with an ever-changing line-up of fun boutiques.",52.37995,,,,,,", , , , X, X, X, , , X, yes: 2234, limited: 983, no: 881",,,,,no,,,,Café Tabac,,,,1015GC,,,,,,,,,Prinsenstraat 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Su-Mo 11:00-01:00; Tu-Th 16:00-01:00; Fr-Sa 16:00-03:00,,,,eat,,,,,,,+31 20 622 4413,,cafe,,,,,,http://www.cafetabac.eu/,Lunch,No,,,,,,
15,,,,Vijzelgracht,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Holtkamp,Amsterdam,,,,,,,"Best pastry cafe in Amsterdam. Much better than the Zeitan, which as many recommend. Do try the ""holdkampf"" with fillings!",52.36169,,,,,,", , , , X, X, X, , X, X, yes: 2234, limited: 983, no: 881, , ",nl:Patisserie Holtkamp,,,,limited,,,,Patisserie Holtkamp,,,,1017HM,,,,,,,,,Vijzelgracht 15,,,,,Q14052004,info@patisserieholtkamp.nl,,,,,,,,,,,,,,,,,,confectionery,,,,,,,,4.89183,,,,,,,,,,,,,"M-F 8-18:00, Sa 8-17:00",,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:30-18:00; Sa 08:30-17:00,,,,eat,,,,,,,+31 20 624 8757,,,,,,,,https://www.patisserieholtkamp.nl/,Breakfast,No,,,,,,
45,,,,Korte Leidsedwarsstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Akbar,Amsterdam,,,,,,,"Indian restaurant, Muslim (halal) / Hindu (no beef). Good quality dishes from different regions of India.",52.36528,,,,,,", , , , , X, X, X",,,,,,,,near Leidseplein,Suzie Wong,,,,1017PW,,,,,,,,,Korte Leidsedwarsstraat 15,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,4.88193,,,,,,,,,,,,,,,,,,,http://www.akbar.nl,,,,,,,,,,,,,,,,,,,,eat,,,,,,,,,bar,,,,Main courses €15-20,,https://www.suzy-wong.nl,Dinner,3 star,,,,,,
49-H,,,,Reguliersdwarsstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,La Margarita,Amsterdam,,,,,,,"This Caribbean restaurant offers a huge range of plates, including three different vegetarian options. Every dish comes with ample sides of white rice, black beans, plantains, and vegetables. In addition to having great food,  the restaurant is decked out with a range of fantastic and magic-realist art.  If you like your food hot,  be sure to ask for the special home-made hot sauce. Reservations accepted.",52.36643,,,,"BAG, local knowledge",,", , , , X, X, , , yes: 2234, limited: 983, no: 881",,,,,limited,,2014-02-11,near Rembrandtplein and the flower market,Brasserie Je T'aime,,,,1017BK,,,,,,,,,Reguliersdwarsstraat 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89115,,,,,,,,,,,,,Daily 5PM-11PM,,,,,,,,,,,,,,,,,,,,,,,,,,eat,,,,,,,+31 20 623 07 07,,restaurant,,,,"€20-30 per person, with drinks",,,Dinner,3 star,,,,,,
274,,,,Prinsengracht,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Proeverij 274,Amsterdam,,,,,,,"Small, cosy restaurant at one of the main canals. Business but also romantic dinner. Small menu, new Dutch cuisine with classic French influences. The menu features mainly organic regional produce. Personal service, nice wine advice and fresh seasonal food in a relaxed environment.",52.37106,,,,BAG,,", , , , X, X, X, X, , , , X",,,,,,,2014-02-11,,Venus & Adonis,,,,1016HH,,,,,,,,,Prinsengracht 274,,,,,,info@venusenadonis.nl,,,,,,,,,,,,,,,,,,,,,,,,,,4.88244,,,,,,,,,,,,,Daily 6PM-10PM,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 17:30-24:00; Sa-Su 13:00-01:00,,,,eat,,,,,,,+31 20 421 18 48,,restaurant,,,,,,https://www.venusenadonis.nl/,Dinner,No,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Amsterdam Jewel Cruises,,,,,,,,A la carte dining while cruising the canals.,52.37237,,,,,,"X, X, yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1, yes: 72, no: 22, unisex: 2, , yes: 2234, limited: 983, no: 881",,,,,no,,,Near Dam Square,Cafe Het Paleis,,,,,,,,,,,,,Singel 235,,,,,,info@amsterdamjewelcruises.com,,,,,,,,,,,,,,,,,,,,,,,,,,4.88895,no,,,,,,,,,,,,,,,,,yes,http://www.amsterdamjewelcruises.com,,,,,,,pedestrian_zone,,,,,,,,,,,,,eat,,,,,,,+31 20 422 13 85,,cafe,,,,Cruise and 3 courses dinner €115-125,,,Dinner,No,,,,,,
88,,,,Herengracht,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,'t Arendsnest,Amsterdam,,,,,,,"Excellent biercafe serving only Dutch beers and liqueurs, including jenever. Around 30 beers on tap, 17 or so which change regularly, and over 100 bottled. Very friendly bartenders who know beer well and give great recommendations. Try the &euro;8 sampler, which gives you 12cl samples of 3 beers with a glass of water and some crackers.",52.37677,,,,BAG,,", , , , X, X, , X, wlan: 431, yes: 64, no: 20, X, , , , X",,,,,,,2014-02-11,Intersection of Herenstraat and Herengracht,Spingaren,,,,1015BS,yes,,,,,,,,Herengracht 90,,,,,,info@spingaren.nl,,,,,,,,,,,italian;fine_dining;french;diner;barbecue,,,,,,,,,,,,,,,4.88930,,,,,,,,,,,,,"Su-Th 4PM-midnight, F-Sa: 4PM-2AM",,,,,,http://www.arendsnest.nl/,,,wlan,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 624 9635,,restaurant,,,,,,https://spingaren.nl,,,,,,,Beer,"This description does not mention any music, so we cannot identify the type of music."
24,,,,Leidseplein,,,,,,,Dan Murphy's Irish bar,,,,,Amsterdam/Canal District,,,,,,,Dan Murphy's,Amsterdam,,,,,,,"One of the many Irish pubs in the city. People from all over the world meet here and watch football, rugby and typical Irish sports like hurling and Gaelic football while drinking a pint of Guinness.",52.36452,,,,,,", , , , X, X, wlan: 431, yes: 64, no: 20, X, , , X, , X",,,,,,,,,Dan Murphy's Irish bar,,,,1017PT,,,,,,,,,Leidseplein 24,,,,,,,,,,,,,,,2023-06-21,,,,,,,,,,,,,,,,,4.88229,,,,,,,,,,,,,,,,,,,http://www.danmurphys.nl/,,,wlan,,,,,,,Dan Murphy's Irish bar,,,,,,Fr-Sa 12:00-03:00; Su-Th 12:00-01:00,,,,drink,,,,,,,+31 20 422 3285,,pub,,,,,,http://www.danmurphys.nl,,,,,,,Beer (Guinness),Irish folk music.
39,,,,Vijzelstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Feijoa,Amsterdam,,,,,,,"Cocktail bar with a lovely atmosphere, pleasant music and friendly staff, including one of the Netherlands leading cocktail barmen. Will make any cocktail you ask for.",52.36599,,,,BAG,,", , , , X, X, , ",,,,,,,2014-02-11,Tram Rembrandtplein,Bobby's,,,,1017HE,,,,,,,,,Vijzelstraat 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 6 53 726 137,,bar,,,,,,,,,,,,,cocktail,Jazz or lounge music.
57,,,,Max Euweplein,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Hard Rock Cafe,Amsterdam,,,,Hard Rock Cafe,,,"This is close to, or right next to the Holland Casino also close to the Leidseplein. Great service, great food, and plenty of drinks.",52.36203,,,en:Hard Rock Cafe,,,", , , , X, X, , , X, , X, X, , , X, yes: 2234, limited: 983, no: 881",,,,Q918151,limited,,,"Tram Leidseplein, at Max Euweplein",Hard Rock Cafe,,,,1017MA,,,,,,,,,Max Euweplein 61,,,,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,4.88304,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Th 09:00-24:00, Fr,Sa 09:00-01:00",,,,drink,,,,,,,+31 20 888 1358,,restaurant,,,,,,https://www.hardrockcafe.com/location/amsterdam/,,,,,,,This description suggests that the type of drink being referred to is likely cocktails or alcoholic beverages.,"This is not a description of music, but rather a review or description of a location."
163,,,,Lijnbaansgracht,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Maloe Melo,Amsterdam,,,,,https://www.facebook.com/maloemelo,,"Small blues bar which is separated in two parts: a free part in the front, €5 entrance fee in the back where blues or rock 'n' roll bands play live every night of the week.",52.37005,,,,,,", , , , X, , X, X, , X",,,,,,,,,Bluescafé Maloe Melo,,,,1016VX,,,,,,,,,Lijnbaansgracht 163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87771,,,,,,,,,,,,,"Sun-Thu: 3 AM, Fri-Sat: 4 AM",,,,,,http://www.maloemelo.com/,,,,,,,,,,,,,,,,Su-Th 21:00-03:00; Fr-Sa 21:00-04:00,,,,drink,,,,,,,+31 20 420 4592,,bar,,,,,,https://www.maloemelo.com,,,,,,,Beer,Blues and rock 'n' roll
102,,,,Amstel,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Mulligans Irish Music Bar,Amsterdam,,welcome,,,,,"The oldest Irish bar in Amsterdam, Mulligans has live music most nights. This is where the traditional music crowd gathers.",52.36698,,,,,,", , , , X, , X, , , wlan: 431, yes: 64, no: 20, primary: 20, welcome: 4, X, X, X, yes: 2234, limited: 983, no: 881",,,,,limited,,,,Blin Queen,,,,1017AD,,,,,,,,,Amstel 100,,,,,,,,,,,,,,,,,breakfast;cake;coffee_shop;crepe;diner;pancake,,,,,,,,,,,,,,,4.89684,,yes,,,,,blinqueen.amsterdam,,,,,,,,,,,,http://www.mulligans.nl/,,,wlan,,,,,,,,,yes,,,,Mo-Th 09:00-21:00; Fr 09:00-22:00; Sa-Su 09:00-18:00,,,,drink,,,,,,,,,restaurant,,,,,,https://www.blinqueen.com,,,,,,,Beer,Traditional Irish music
27-29,,,,Rembrandtplein,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,l'Opera,Amsterdam,,,,,,,"A friendly spot for coffee, a beer, or something stronger. You may at first only notice the outside seating and the enclosed terrace, but there is also an elegant, (usually) quieter indoor area. Food, too, but you don't see many eaters.",52.36644,,,,,,", , , , X, X, yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1",,,,,,,,Tram Rembrandtplein,Beers & Barrels,,,,1017CT,,,,,,,,,Rembrandtplein 27-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89750,,,,,,,,,,,,,,,,,,,http://www.l-opera.nl/,,,,,,,yes,,,,,,,,,,,,,drink,,,,,,,+31 20 620 47 54,,cafe,,,,,,,,,,,,,"This description suggests a location where one can enjoy coffee, beer, or other alcoholic beverages, making it a café or bar.",Ambient music
86,,,,Korte Leidsedwarsstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Whisky Cafe L&B,Amsterdam,,,,,,,"If you like whisky, this small, laid-back and friendly cafe is the ideal place to visit. Many unusual whiskies from independent bottlers and closed distilleries are available. The menu stretches along one wall and is about 2 meters in height, the cafe having had 1001 whiskies available since they opened. Just be warned the stairs to the toilets are pretty steep!",52.36271,,,,,,", , , , X, X, , X",,,,,,,,Tram: Leidseplein,De Spuyt,,,,1017RD,,,,,,,,,Korte Leidsedwarsstraat 82-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88538,no,,,,,,,,,,,,,,,,,,http://whiskyproeverijen.nl/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 6 245 541 62,,pub,,,,,,http://www.cafedespuyt.nl,,,,,,,Whisky,No specific music genre mentioned
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,AIR,,,,,,,,,,,,,,,,,,,,,,,Tram: Rembrandtplein,,,,,,,,,,,,,,Amstelstraat 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.air.nl,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,"I'm sorry, I couldn't find any description of a drink to identify the type. If you provide more information or a description, I'd be happy to help identify the type of drink.","I'm sorry, I couldn't find any specific information in your description. Please provide more details if you would like me to help identify the type of music."
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Chicago Social Club,,,,,,,,Amsterdam's nightlife king Casper Reinders joined with the founders of Bitterzoet and the owners of Boom Chicago to bring quality clubbing to the Leidspelein.,,,,,,,,,,,,,,,Tram Leidseplein,,,,,,,,,,,,,,Leidseplein 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chicagosocialclub.nl,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,Beer,Electronic Dance Music (EDM)
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Club HOME,,,,,,,,,,,,,,,,,,,,,,,Tram Rembrandtplein,,,,,,,,,,,,,,Wagenstraat 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.clubhome.nl,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,Can you please provide me with a description of the drink so I can help identify the type for you?,"I'm sorry, I couldn't determine the type of music from the description provided. If you have a specific genre or style in mind, please feel free to provide more details."
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Escape,,,,,,,,"A large, fairly uninspiring nightclub that mostly plays mainstream house music. The first hall is large and attracts the more or less wannabe hip people of the city, although the crowd is diverse. The second hall upstairs has a completely different audience, mostly hip-hop and R&B enthusiasts. At some events Escape is split in two, which means you can use the backside entry at '''Amstel''' for a different party.",,,,,,,,,,,,,,,Tram Rembrandtplein,,,,,,,,,,,,,,Rembrandtplein 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://escape.nl/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,No drink mentioned in the provided text.,House music and hip-hop/R&B
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Jimmy Woo,,,,,,,,"The most glamorous club in Amsterdam offers a selection of house and r&b, with a spectacularly lit dance floor downstairs. It is relatively small and there is table service, so it feels a bit like a VIP-room. Entry policy is strict so dress sharp to get in. And boys, don't come alone.",,,,,,,,,,,,,,,Tram Leidseplein,,,,,,,,,,,,,,Korte Leidsedwarsstraat 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.jimmywoo.com/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,cocktail,House and R&B
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Melkweg,,,,,,,,"A former milk factory, now it's one of the best live venues of Amsterdam. Its interior is not as good as Paradiso, but it feels more like a nightclub as the music is dance/trance oriented. Popular among university students and younger tourists, it's a great place to go out till the sun gets up. Rates can vary widely, and go very steep during special events.",,,,,,,,,,,,,,,Tram Leidseplein,,,,,,,,,,,,,,Lijnbaansgracht 234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.melkweg.nl/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,soft drinks,Dance/trance music
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Paradiso,,,,,,,,"Sometimes referred to as a nightclub, it feels more like a nightly music venue and is the safest bet in town. Its interior is phenomenal as it is housed in a former church, but the main room has relatively bad acoustics. It gets a mixed crowd as there are plenty of rooms with different bands performing and it isn't too crazy expensive. Its music straddles the line between pop and alternative. Much of the performances are rock, but it can really be anything: don't be surprised to be dancing the Russian troika with thousands of people on a Wednesday night. It gets fairly packed, as is obvious by the huge line on the weekends, especially after 01:00.",,,,,,,,,,,,,,,Tram Leidseplein,,,,,,,,,,,,,,Weteringschans 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.paradiso.nl/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,"It sounds like this establishment might serve a variety of drinks, possibly including beer, cocktails, and soft drinks, depending on the individual preferences of the patrons attending the different music performances.","This description suggests that the music type at this venue could be a mix of pop, alternative, and rock, with occasional surprises and a lively atmosphere conducive to dancing."
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Studio 80,,,,,,,,"This is a somewhat more underground, intimate club that's easy to miss because of its flashy neighbours. It prides itself by trying to stay on the forefront of electronic music in the city.",,,,,,,,,,,,,,,Tram Rembrandtplein,,,,,,,,,,,,,,Rembrandtplein 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.studio-80.nl,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,"This description is likely referring to a bar or club, which typically serves alcoholic drinks such as beer, cocktails, and wine.",Electronic music
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Sugar Factory,,,,,,,,"Bit of a remarkable place that integrates art, music, culture, theatre and nightclub into one. It has a relaxed atmosphere with an eccentric artistry audience.",,,,,,,,,,,,,,,Tram Leidseplein,,,,,,,,,,,,,,Lijnbaansgracht 238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.sugarfactory.nl/page=site.home,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 626 50 06,,,,,,Around €10,,,,,,,,,Cocktail,"This description suggests a venue that may cater to various types of music, including electronic, house, techno, or other club music genres."
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,The Cave Rockclub,,,,,,,,"Cozy metal bar with friendly barstaff and interesting regulars, with live performances by touring metal bands on weekends.",,,,,,,,,,,,,,,Tram: Prinsengracht,,,,,,,,,,,,,,Prinsengracht 472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.thecave.nl/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 626 89 39,,,,,,,,,,,,,,,Beer,Metal
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Waterhole,,,,,,,,Light rock/funk jam sessions in a dingy but atmospheric bar with pooltables. Live bands play every night of the week.,,,,,,,,,,,,,,,Tram Leidseplein,,,,,,,,,,,,,,Korte Leidsedwarsstraat 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Su-Th: 3 AM, Fri-Sat: 4 AM",,,,,,http://www.waterhole.nl,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 620 89 04,,,,,,"€1, entrance fee includes wardrobe",,,,,,,,,beer,Funk rock
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Betty Too,,,,,,,,"Absolute gem, cozy and friendly place with moderate prizes and interesting, international crowd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reguliersdwarsstraat 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,This description does not specify a type of drink.,Nothing
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Bulldog,,,,,,,,"This is the original shop that used to be a police department. Now it turned into a chain of touristy coffeeshops, bars, hotels and even an energy drink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leidseplein 13-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.bulldog.nl/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,"Coffee, energy drink",This is not related to music.
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Global Chillage,,,,,,,,Good produce and nice tunes but uncomfortable seating.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerkstraat 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,This description does not specify a type of drink.,Nothing.
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Grey Area,,,,,,,,"Tiny, but famous for their outstanding weed, especially ""American"" strains.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oude Leliestraat 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,Nothing,No type of music mentioned.
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,The Otherside,,,,,,,,Gay coffeeshop.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reguliersdwarsstraat 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,Coffee,Indie pop or folk pop.
138,,,,Kerkstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Hans Brinker Hostel,Amsterdam,,,,,https://www.facebook.com/hansbrinkerhostelamsterdam/,,Very light atmosphere and doesn't take itself seriously. Bar and downstairs club.,52.36362,,,,,,", , , , , X, , , X, wlan: 431, yes: 64, no: 20, X, , , X, yes: 2234, limited: 983, no: 881",,,,,limited,,,tram 1 to Keizersgracht,Hans Brinker,,,,1017GR,,,,,,,,,Kerkstraat 136-138,,,,,,reception@hans-brinker.com,,,,,,,,,,,,,,,,NL,,,,,,,Hans Brinker Budget Hotel,,,4.88815,,,,,,,https://www.instagram.com/hansbrinkerhostelamsterdam/,,,,,,,,,,,,http://www.hans-brinker.com,,,wlan,,,,,,,,,,,,,,,,,sleep,,,,,,,+31 20 622 0687,,,,,,dorm €24+ per person,hostel,https://hansbrinker.com/,,,,,"- Bar
- Club",Hostel,,
