addr:housenumber,payment:cash,contact:twitter,entrance,addr:street,drink,name:he,level,layer,guest_house,coffee,name:en,reservation,payment:notes,museum,service:bicycle:pump,article,roof:shape,memorial,internet_access:fee,name:de,payment:lightning,survey:date,title,addr:city,comment,lgbtq,tollFree,brand,contact:facebook,accessibility,description,latitude,disused:shop,name:ru,brand:wikipedia,source,addr:housename,common_tags,wikipedia,image,designation,brand:wikidata,wheelchair,checkIn,source:date,directions,name,description:ru,lastEdit,wheelchair:description,addr:postcode,diet:vegan,contact:tripadvisor,official_name,last_checked,second_hand,rooms,denomination,changing_table:wheelchair,address,checkOut,note,wheelchair:description:de,disused:tourism,wikidata,email,ref:rce,heritage,surveillance,check_date:opening_hours,takeaway,start_date,historic,indoor_seating,check_date,stroller,cuisine,beauty,craft_beer,payment:credit_cards,payment:onchain,addr:country,name:zh,shop,building:architecture,wikimedia_commons,religion,wifi,alt_name,unisex,contact:website,longitude,toilets:wheelchair,diet:vegetarian,name:ko,fee,name:lb,sport,contact:instagram,name:es,brewery,landuse,highchair,ref:bag,hours,drink:club-mate,stars,contact:phone,changing_table,toilets,url,name:da,changing_table:location,internet_access,alt,building,name:uk,outdoor_seating,atm,fax,name:nl,smoking,diet:gluten_free,heritage:operator,drive_through,toilets:access,opening_hours,name:ml,currency:XBT,operator,type,payment:coins,air_conditioning,delivery,bicycle_rental,landmark,building:levels,phone,contact:email,amenity,access,int_name,old_name,price,tourism,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size
1491,,,,IJburglaan,,,,,,,,,,,,Amsterdam/Oost,,,,,,,Espressofabriek,Amsterdam,,,,,,,Coffee bar,52.35187,,,,BAG,,", , , , X, X, X, X, , , , yes: 368, no: 41, only: 25, X",,,,,,,2014-05-07,tram 26 to IJburg,Merza,,,,1087KM,,,,,,,,,IJburglaan 1489,,,,,,,,,,,yes,,,,,,turkish,,,,,,,,,,,,,,,5.00209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"We, Sa-Mo 15:00-00:45; Tu, Th-Fr 13:00-00:45",,,,drink,,,,,,,+31 20 416 1649,,restaurant,,,,,,https://merza.sitedish.shop/,,,,,,,Coffee,Jazz,Casual,,,,,,,,,,
432,,,,Krijn Taconiskade,,,,,,,,,,,,Amsterdam/Oost,,,,,,,The Lighthouse,Amsterdam,,,,,,,,52.35365,,,,BAG,,", , , , X, X, , , X",,,,,,,2014-05-07,tram 26 to IJburg,The Marina Club,,,,1087HW,,,,,,,,,Krijn Taconiskade 432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 750-8395,,restaurant,,,,,,http://www.themarinaclub.com/amsterdam/,,,,,,,,,,,,,,,,,,,
124,,,,Krijn Taconiskade,,,,,,,,,,,,Amsterdam/Oost,,,,,,,N.A.P.,Amsterdam,,,,,,,"A harbour-side cafe and restaurant with a view of the marina. You can just stop by for a cup of coffee, have breakfast, lunch or dinner. Stylish interior.",52.35286,,,,BAG,,", , , , X, X, X, X, X, , , , X",,,,,,,2014-05-07,tram 26 to IJburg,NAP Amsterdam,,,,1087HV,,,,,,,,,Krijn Taconiskade 124,,,,,,info@napamsterdam.nl,,,,,,,,,,,international,,,,,,,,,,,,,,,5.00334,,,,,,,,,,,,,,,,,,,http://www.napamsterdam.nl/,,,,,,,,,,,,,,,,Mo-Th 08:30-00:00; Fr 08:30-03:00; Sa 10:00-01:00; Su 10:00-00:00,,,,drink,,,,,,,+31 20 416 4000,,restaurant,,,,,,https://www.napamsterdam.nl,,,,,,,Coffee,Background,Chic,,,,,,,,,,
1264,,,,Veemkade,,,0.0,,,,,,,,,Amsterdam/Oost,,,,,,,Odessa,Amsterdam,,,,,,,,52.37451,,,,BAG,,", , , , , X, X, , X, , , X, yes: 2234, limited: 983, no: 881",,,,,yes,,2014-03-24,tram 26 to Rietlandpark,The Flowery,,,,1019CZ,,,,,,,,,Veemkade 259,,,,,,,,,,,,,,,,,,,,,,,,florist,,,,,,,,4.93763,,,,,,,,,,,,,,,,,,,http://odessapizzagrill.nl/,,,,,,,,,,,,,,,,Mo-Th 08:30-18:00; Fr-Sa 08:30-19:00,,,,drink,,,,,,,+31 20 419 8035,,,,,,,,https://www.theflowery.nl/,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Oost,,,,,,,Panama,,,,,,,,This nightclub is relatively close to the city centre. It has its fair share of nice nights and the view on the water is excellent.,52.37491,,,,,,", , X, , , , , X, ",,,,,,,,tram 26 to Rietlandpark,,,,,,,,,,,,,,Oostelijke Handelskade 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93021,,,,,,,,,,,,,,,,,,,http://www.panama.nl,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,nothing,Electronic,Chic,,,,,,,,,,
55,,,,'s-Gravesandestraat,,,,,,,,,,,,Amsterdam/Oost,,,,,,,Tonight Club,Amsterdam,,,,,,,,52.36123,,,,,,", , , , , X, , , , X, X, yes: 2234, limited: 983, no: 881, ",,,,,yes,,,"tram 7 or 10 to Korte 's-Gravezandestraat, tram 9 or 14 to Alexanderplein, metro 51, 52 or 53 to Weesperplein",Hotel Arena,,,,1092AA,,,,,,,,,"Hotel Arena, 's Gravesandestraat 51",,,,,Q111410206,,,,,,,,,,,,,,,,,NL,,,,,,,,,,4.9163,,,,,,,,,,,,,,,4,,,,http://www.hotelarena.nl,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 850 2400,,,,,,,hotel,https://www.hotelarena.nl,,,,,,,,,,,,,,,,,,,
150,,,,Wibautstraat,,,,,,,,,,,,Amsterdam/Oost,,,,,,,Canvas,Amsterdam,,,,,,,"A restaurant-bar-club, this urban and edgy den in a former newspaper office is a great place to go out at night. With nice views of the city and a varied music repertoire (alternative, jazz, funk), it's one of the hidden secrets too often overlooked by foreign visitors. Try one of the cocktails.",52.35378,,,,BAG,,", , , , X, X, X, yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1, , , X, yes: 2234, limited: 983, no: 881",,,,,yes,,2014-03-24,"metro 51, 53 or 54 to Wibautstraat",Canvas,,,,1091GR,,,,,,,,,"7F, Volkshotel, Wibautstraat 150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91195,,,,,,,,,,,,,"M-Th 07:00-01:00, F 07:00-04:00, Sa 08:00-04:00, Su 08:00-01:00",,,,,,http://www.canvasopde7e.nl/,,,,,,,yes,,,,,,,,,Mo-Su 07:00-01:00,,,,drink,,,,,,,+31 20 261-2100,,restaurant,,,,,,https://www.volkshotel.nl/en/canvas/,,,,,,,Cocktail,Alternative,Chic,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Oost,,,,,,,Camping Zeeburg,,,,,,,,"This campground is near the city. It has camping cabins, wagonettes, tent sites and RV sites. A good store, free wifi and restaurant/bar round out the amenities. A good, clean and cheap place to stay if you do not mind walking to the bathroom and paying €.80 for a hot shower.",52.36522,,,,,,"X, shop: 13, X",,,,,,,,tram 26 to Zuiderzeeweg,,,,,,,,,,,,,,Zuider IJdijk 20,,,,,,,,,,,,,,,,,,,,,,,,rental,,,,,,,,4.96071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleep,,Nothing,,shop,,,+31 20 694-4430,,bicycle_rental,,,,Price: €.80 for a hot shower,,,,,,Clean,"- Camping cabins
- Wagonettes
- Tent sites
- RV sites
- Store
- Free wifi
- Restaurant/bar
- Shared bathroom
- Hot showers for €.80",Campground,,,,Nothing,No,Nothing,Nothing,Nothing,City view,No,Nothing,Nothing,Nothing
21,,,,Timorplein,,,,,,,,,,,,Amsterdam/Oost,,,no,,,,Stayokay Zeeburg,Amsterdam,,,,,,,"This 480 bed hostel is located to the east of the city centre in a typical Amsterdam neighbourhood. Amsterdam's historic centre is less than 15 minutes away by bike or tram. The hostel is in the same building as Studio K, a budget diner and movie theatre.",52.36533,,,,BAG,,", , , , wlan: 431, yes: 64, no: 20, , X, , , , , X, yes: 2234, limited: 983, no: 881",,,,,yes,,2014-03-24,tram 14 to Zeeburgerdijk,Stayokay Amsterdam Oost,,,,1094CC,,,,,,,,,Timorplein 21,,,,,,zeeburg@stayokay.com,,,,,,,,,,,,,,,,,,,,,,,,,,4.9355,,,,,,,,,,,,,,,,,,,http://www.stayokay.com/,,,wlan,,,,,,,,,,,,,,,,Stayokay,sleep,,Nothing.,,,,,+31 20 551-3190,,,,,,,hostel,https://www.stayokay.com/hostel/amsterdam-zeeburg,,,,,"- Number of beds: 480 beds
- Location: East of the city centre in a typical Amsterdam neighbourhood
- Nearby access to Amsterdam's historic centre
- In the same building as Studio K, a budget diner and movie theatre.",Hostel,,,,,Nothing,Nothing.,Nothing,Nothing,City view,Nothing,Yes,480,Nothing
57,,,,Jan Olphert Vaillantlaan,,,,,,,,,,,,Amsterdam/Oost,,,,,,,B&B Lieve Nachten,Amsterdam,,,,,Rikit.hair,,,52.36177,,,,BAG,,", , , , , , X, X, , X, , , , X",,,,,,,2014-05-07,tram 26 to Steigereiland,Rikit Hair,,,,1086XZ,,,,,,,,,Jan Olphert Vaillantlaan 77,,,,,,mail@rikithair.nl,,,,,,,,,,,,,,,,,,hairdresser,,,,,,yes,,4.97719,,,,,,,rikit_hair,,,,,,,,,,,,http://lievenachten.nl,,,,,,,,,,,,,,,,,,,,sleep,,,,,,,+31 20 673 1328,,,,,,,,https://www.rikithair.nl/,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Oost,,,,,,,Bastion Hotel Amstel,,,,,,,,"Comfortable but lacking in charm, 4 star hotel near OverAmstel metro, 10 minutes walk then 10 minutes train ride to Centraal Station. But without pedestrian access to the road - you have to take your chance with the traffic.",52.33366,,,,BAG;survey,,", , , , X",,,,,,,2014-03-24,metro 50 or 51 to Overamstel,,,,,,,,,,,,,,Verlengde van Marwijk Kooystraat 30,,,,,,,,,,,,1993.0,,,,,,,,,,,,,,,,,,,,4.92761,,,,,,,,,,,,437100000006591.0,,,,,,,http://www.bastionhotels.nl/en,,,,,hotel,,,,,,,,,,,,,,,sleep,,Nothing,,,,,+31 20 663-4567,,,,,,€70,,,,,,,"- Air conditioning
- TV
- Number beds: Not specified
- Location near OverAmstel metro
- Distance to Centraal Station: 10 minutes walk, then 10 minutes train ride. 
- Lack of pedestrian access to the road",Hotel,,,,Medium,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing
,,,,,,,,,,,,,,,,Amsterdam/Oost,,,,,,,Mövenpick Hotel,,,,,,,,"The hotel is located in the Eastern Docklands, the renewed area of the city centre which makes it perfect for business or pleasure.",52.37801,,,,,,"X, X, X, yes: 2234, limited: 983, no: 881",,,,,yes,,,tram 26 to Muziekgebouw Bimhuis,Amsterbike,,,,,,,,,,,,,Piet Heinkade 11,,,,,,hotel.amsterdam@moevenpick.com,,,,,,,,,,,,,,,,,,bicycle,,,,,,,,4.91363,,,,,,,,,,,,,,,,,,,http://www.moevenpick-hotels.com/,,,,,,,,,+31 20 519 1239,,,,,,,,,,,sleep,,Nothing,,,,,+31 20 519-1200,,bicycle_rental,,,,€149,,,,,,,"- View
- Air conditioning",Hotel,,,,Medium,Nothing,Nothing,Nothing,Nothing,City view,Nothing,Nothing,Nothing,Nothing
15,,,,Keizersgracht,,,,,,,,,,,,Amsterdam/Jordaan,,,no,,,,Brouwersgracht,Amsterdam,,,,,,,"This canal is sometimes cited as the ""most beautiful street of Amsterdam"". The name, ""Brewer's Canal"", refers to the many beer breweries along the canal in the 16th and 17th centuries. Nowadays, there's just one distillery left, ''De Ooievaar'', that has been located here since 1782 and specializes in Dutch ''jenever'' and liquors. The warehouses here used to store goods such as coffee, spices and leather, but now serve a residential purpose. Traditional warehouses with the row of spout gables can be found at Brouwersgracht 196–188, and at 204, 206, 208 and 210. Also check out the wide-open red shutters at ''Groene Valk'' (192) and ''Grouwe Valk'' (194). ''Geloof'', Brouwersgracht 218, shows the typical ""neck"" gable designed by Philips Vingboons.",52.379431,,,,BAG,,", , , , X, , wlan: 431, yes: 64, no: 20, , X, , , , , X",,,,,,,2014-02-11,,Sebastian's,,,,1015CC,,,,,,,,,,,,,,,info@hotelsebastians.nl,,,,,,,,,,,,,,,,,,,,,,,,,,4.890879,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,+31 20 622 6905,,,,,,,,,,,see,,,,,,,+31 20 423 2342,,,,,,,hotel,https://www.hotelsebastians.nl/,,,,,,,,,,,,,,,,,,,
45,,,,Noordermarkt,,,,,,yes,,,,,,Amsterdam/Jordaan,,,,,,,Noorderkerk,Amsterdam,,,,,https://www.facebook.com/Crafted-Stories-102167752152633/,,,52.37968,,,,BAG,,", , , , yes: 1, , , X, X, X, , , X",,,,,,,2014-02-11,,Crafted Stories,,,,1015NA,,,,,,,,,Noordermarkt 48,,,,,,,,,,,,,,,,,,,,,,,,gift,,,,,,,,4.886433,,,,,,,https://www.instagram.com/crafted_stories_amsterdam/,,,,,,"M 10:30-12:30, Sa 11:00-13:00, Apr-Oct Su 13:30-17:30",,,,,,http://www.noorderkerk.org,,,,,,,,,,,,,,,,Mo 10:00-18:00; Tu off; We-Fr 10:00-18:00; Sa 10:00-17:00; Su off,,,,see,,,,,,,+31 20 626-6436,,,,,,,,https://www.craftedstories.nl,,,,,,,,,,,,,,,,,,,
106,,,,Westerstraat,,,,,,,Pianola Museum,,,,,Amsterdam/Jordaan,,,,,,,Pianola Museum,Amsterdam,,,,,,,"A museum about Pianolas from the early 1900s. About a dozen are displayed at any one time, and every month a piano concert is held.",52.378635,,,,,,", , , , X, X, X, , , , X, , X, , ",,,,,,,,tram 3 or 10 to Marnixplein,Pianola Museum,,,,1015MN,,,,,,,,,Westerstraat 106,,,,,Q15124806,info@pianola.nl,,,,,,,,,2023-06-19,,,,,,,,,,,Category:Pianola Museum,,,Pianolamuseum,,,4.883573,,,,,,,,Museo de las Pianolas,,,,,Su 14:00-17:00,,,,,,http://pianola.nl/Pianola_Museum/Welcome.html,,,,,,,,,,Pianola Museum,,,,,,"Fr,Sa 13:00-17:00; Su 13:00-16:00",,,,see,,,,,,,+31 20 627-9624,,,,,,€5,museum,https://www.pianola.nl,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Lapjesmarkt,,,,,,,,"A specialist market concentrating on selling cloth and material for making clothes, curtains etc. Mondays only.",,,,,,,,,,,,,,,tram 3 or 10 to Marnixplein,,,,,,,,,,,,,,Westerstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Lindengracht,,,,,,,,"Selling a wide range of goods, fruit and vegetables, fish and various household items. Saturday only.",,,,,,,,,,,,,,,"tram 3 or 10 to Marnixplein, and a short walk along the Lijnbaansgracht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sa 09:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Noordermarkt,,,,,,,,"On Monday morning the Noordermarkt is a flea market selling fabrics, records, second-hand clothing etc., and forms part of the Lapjesmarkt mentioned above. On Saturday, the Noordermarkt is a biological food market, selling a wide range of ecological products like organic fruits and vegetables, herbs, cheese, mushrooms etc. There is also a small flea market.",,,,,,,,,,,,,,,"tram 3 or 10 to Marnixplein, and a short walk down the Westerstraat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M 09:00-13:00, Sa 09:00-16:00",,,,,,,,,,,,,,,,,,,,,,,,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Kinnaree,,,,,,,,"Amazing Thai food.  Good atmosphere, good service despite being quite busy, but the food is why you would come here.  Highly recommended.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e Anjeliersdwarsstraat 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.restaurantkinnaree.nl,,,,,,,,,,,,,,,,,,,,eat,,,,,,,+31 20 - 627 71 53,,,,,,,,,Dinner,No,,,,,,,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Mazzo,,,,,,,,"This used to be a famous techno club but they turned it into an Italian restaurant with a nice modern look. You can have breakfast, lunch or dinner here. On the weekends it's smart to make a reservation as it can get pretty busy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rozengracht 114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 am till 1 am,,,,,,,,,,,,,,,,,,,,,,,,,,eat,,,,,,,+31 20-344 64 02,,,,,,,,,Dinner,No,,,,,,,Chic,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Long Pura,,,,,,,,"Indonesian food, try the rice table.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rozengracht 46-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-11PM,,,,,,http://www.restaurant-longpura.com/,,,,,,,,,,,,,,,,,,,,eat,,,,,,,+31 20 6238950,,,,,,,,,Dinner,No,,,,,,,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Burgermeester,,,,,,,,"Yes, they serve burgers here. But don't expect a McDonalds wannabe. They are quality meat, fish or vegetarian burgers. The place is so popular that they opened 2 more branches in the city. Great if you want to have a quick and inexpensive bite. Order the 'mini trio' so you can taste three different small sized burgers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elandsgracht 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00-23:00,,,,,,http://www.burgermeester.eu/,,,,,,,,,,,,,,,,,,,,eat,,,,,,,+31 900-BURGERS,,,,,,,,,Lunch,No,,,,,,,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Barney's,,,,,,,,A gorgeous brasserie with outside seating which has the best breakfasts in Amsterdam for very reasonable prices. Their strawberry milkshakes are to die for.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haarlemerstraat 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eat,,,,,,,,,,,,,,,,Breakfast,No,,,,,,,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,De Korte Prins,,,,,,,,"De Korte Prins is a lunchroom café on the Haarlemmerdijk 8, in the heart of the Jordaan area in Amsterdam. The friendly staff serves great bagels, rolls and sandwiches for breakfast and lunch. In the afternoon the café is filled with coffee lovers who enjoy a rich coffee with a delicious brownie or cheesecake. Regulars often drop by for cookies and muffins takeaway as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haarlemmerdijk 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Open daily from 8 am till 4 pm, Sat. 9 am till 6 pm. Closed on Sundays.",,,,,,http://www.dekorteprins.nl,,,,,,,,,,,,,,,,,,,,eat,,,,,,,,,,,,,,,,Lunch,No,,,,,,,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Proust,,,,,,,,"Proust is a little off the beaten path, near the intersection of Brouwersgracht and Prinsengracht, but it's worth a visit for the inexpensive and satisfying meals as well as the company: it's a favourite with locals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noordermarkt 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eat,,,,,,,+31 20 623 91 45,,,,,,,,,Lunch,No,,,,,,,Casual,,,,,,,,,,
73,,,,Haarlemmerstraat,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,STOUT!,Amsterdam,,,,,,,Nice and modern bar/cafe/restaurant with young people as customers and mattresses on the terrace.,52.380168,,,,,,", , , , X, X, yes: 72, no: 22, unisex: 2, ",,,,,,,,,Cafe Nobo,,,,1013EL,,,,,,,,,Haarlemmerstraat 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.892317,,,,,,,,,,,,,,,,,,yes,http://www.restaurantstout.nl,,,,,,,,,,,,,,,customers,,,,,eat,,,,,,,+31 20 616 36 64,,cafe,,,,,,,Nothing,No,,,,,,,Chic,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Vliegende Schotel,,,,,,,,"Since ''Green Planet'' is closing, you better look for alternative vegetarian hang-outs. Believe it or not, but Vliegende Schotel is even better than its Australia-moving competitor. It has big portions of unbelievably good vegetarian food, in an unpretentious but authentic atmosphere. Minimalistic service and a little walk from the centre, but seriously worth it. Small selection of organic and fair trade wines and a non-smoking room.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nieuwe Leliestraat 162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eat,,,,,,,,,,,,,"Mains €9-15, daily special €8. Bottle of wine €13",,,Dinner,No,,,,,,,Casual,"Based on the price ranges provided:

- Mains: €9-15 (around the 10 euro mark)
- Daily special: €8 (around the 10 euro mark)
- Bottle of wine: €13 (around the 15 euro mark)

This place can be categorized as **cheap**.",,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,'t Smalle,,,,,,,,Some say this place has the most beautiful terrace in Amsterdam. It's not big but you sit right beside the canal. And if it's too cold to sit outside check out the beautifully restored interior in this laid-back place.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egelantiersgracht 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00-01:00 Friday and Saturday till 02:00,,,,,,http://www.t-smalle.nl/?section=drinken,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 623 96 17,,,,,,,,,,,,,,,Nothing,None,Intimate,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Cafe P 96,,,,,,,,"Great character at this pub, lovely outdoor terrace on a houseboat makes for a nice evening or afternoon. Good selection of Dutch and Belgian beers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prinsengracht 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:00am to 1:00 am,,,,,,http://www.p96.nl/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 622 18 64,,,,,,,,,,,,,,,beer,Dutch/Belgian,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Soundgarden,,,,,,,,"Top metal/grungy/punky pub, most relaxed drinking atmosphere in town. Really nice, secluded terrace for drinking beer in the sun. can smoke, but not buy, puff.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marnixstraat 166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cafesoundgarden.nl/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 620 28 53,,,,,,,,,,,,,,,Beer,Rock,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Bar Brandstof,,,,,,,,Relatively new bar with a big and often busy terrace. Gets absolutely crowded on Friday after work hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marnixstraat 357, corner with Rozengracht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mon-Thurs:08:00-01:00, Fri:08:00-03:00, Sat:11:00-03:00, Sun:11:00-01:00",,,,,,http://www.bar-brandstof.nl/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20-4220813,,,,,,,,,,,,,,,Beer,Pop,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Bar Struik,,,,,,,,"Hangout for the urban 20 and 30-somethings. Every day except Friday they serve 1 dish for €7,50. Gets really crowded in the weekends.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rozengracht 160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mon:17:00-1:00, Tue - Thu: 10:00 - 1:00, Fri: 10:00 - 3:00,Sat: 11:00 - 3:00, Sun: 12:00 - 1:00",,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20-6254863,,,,,,,,,,,,,,,Beer,Urban,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Cafe Chaos,,,,,,,,Typical Amsterdam brown bar. Throw your peanuts shells on the floor while looking at the furniture.,,,,,,,,,,,,,,,"GPS +52.36792°,+4.87913°",,,,,,,,,,,,,,Looriegracht 144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,Beer,Jazz,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Korsakoff,,,,,,,,"A more alternative, run-down but cheap place that often has live music. Alternative nightspot for fans of metal, industrial, goth, and techno. Some live music and popular club nights.  A bit off the beaten path but worth it.",,,,,,,,,,,,,,,Tram Rozengracht,,,,,,,,,,,,,,Lijnbaansgracht 161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.korsakoffamsterdam.nl/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 625 78 54,,,,,,,,,,,,,,,Beer,Alternative,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Maloe Melo,,,,,,,,"Live 50s rockabilly bar. Drinks are cheap and the crowd are mostly Dutch rockers, but the music is good.",,,,,,,,,,,,,,,Tram: Elandsgracht,,,,,,,,,,,,,,Lijnbaansgracht 163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunday-Thursday 21:00-03:00, Friday&Saturday  21:00-04:00",,,,,,http://www.maloemelo.com/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,+31 20 420 45 92,,,,,,,,,,,,,,,beer,Rockabilly,Casual,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Jordaan,,,,,,,Barney's,,,,,,,,Multiple Cannabis Cup winner known for its internationally-acclaimed marijuana strains.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haarlemmerstraat 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.barneys.biz/,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,Beer,Reggae,No,,,,,,,,,,
