addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,amenity.1,brand.1,check_date,cuisine.1,name.1,opening_hours.1,shop.1,meal,Micheline,category,Service,room_facilities,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
15,vijzelgracht,,,,holtkamp,,,best pastry cafe in amsterdam much well than the zeitan which a many recommend do try the holdkampf with filling,52.36169,,x x x x x yes 2234 limited 983 no 881,nlpatisserie holtkamp,,,,patisserie holtkamp,,1017hm,vijzelgracht 15,,,,,,confectionery,,,4.89183,,mf 81800 sa 81700,,,,,,,,mofr 08301800 sa 08301700,eat,31 20 624 8757,,,,httpswwwpatisserieholtkampnl,,,,,patisserie holtkamp,mofr 08301800 sa 08301700,confectionery,,no,,,,,,casual,,,,,,,,,,,,
45,korte leidsedwarsstraat,,,,akbar,,,indian restaurant muslim halal hindu no beef good quality dish from different region of india,52.36528,,x x x,,,,,suzie wong,,1017pw,korte leidsedwarsstraat 15,,,,,,,,,4.88193,,,,,,httpwwwakbarnl,,,,,eat,,bar,,main course €1520,httpswwwsuzywongnl,bar,,,,suzie wong,,,dinner,no,,,,,,casual,medium,,,,,,,,,,,
49h,reguliersdwarsstraat,,,,la margarita,,,this caribbean restaurant offer a huge range of plate include three different vegetarian option every dish come with ample side of white rice black bean plantain and vegetable in addition to have great food the restaurant be deck out with a range of fantastic and magicrealist art if you like your food hot be sure to ask for the special homemade hot sauce reservation accepted,52.36643,,x x yes 2234 limited 983 no 881,,,,,brasserie je taime,,1017bk,reguliersdwarsstraat 49,,,,,,,,,4.89115,,daily 5pm11pm,,,,,,,,,eat,31 20 623 07 07,restaurant,,€2030 per person with drink,,restaurant,,,,brasserie je taime,,,dinner,no,,,,,,casual,medium,,,,,,,,,,,
274,prinsengracht,,,,proeverij 274,,,small cosy restaurant at one of the main canal business but also romantic dinner small menu new dutch cuisine with classic french influence the menu feature mainly organic regional produce personal service nice wine advice and fresh seasonal food in a relaxed environment,52.37106,,x x x x x,,,,,venus adonis,,1016hh,prinsengracht 274,,,,,,,,,4.88244,,daily 6pm10pm,,,,,,,,mofr 17302400 sasu 13000100,eat,31 20 421 18 48,restaurant,,,httpswwwvenusenadonisnl,restaurant,,,,venus adonis,mofr 17302400 sasu 13000100,,dinner,2 star,,,,,,intimate,,,,,,,,,,,,
,,,,,amsterdam jewel cruise,,,a la carte din while cruise the canal,52.37237,,x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 yes 72 no 22 unisex 2 yes 2234 limited 983 no 881,,,,,cafe het paleis,,,singel 235,,,,,,,,,4.88895,no,,,,yes,httpwwwamsterdamjewelcruisescom,,,,,eat,31 20 422 13 85,cafe,,cruise and 3 course dinner €115125,,cafe,,,,cafe het paleis,,,dinner,no,,,,,,romantic,expensive,,,,,,,,,,,
88,herengracht,,,,t arendsnest,,,excellent biercafe serve only dutch beer and liqueur include jenever around 30 beer on tap 17 or so which change regularly and over 100 bottle very friendly bartender who know beer well and give great recommendation try the euro 8 sampler which give you 12cl sample of 3 beer with a glass of water and some cracker,52.37677,,x x x wlan 431 yes 64 no 20 x x,,,,,spingaren,,1015bs,herengracht 90,,,,italian finedining french diner barbecue,,,,,4.8893,,suth 4pmmidnight fsa 4pm2am,,,,httpwwwarendsnestnl,,,,,drink,31 20 624 9635,restaurant,,price €8 for sampler,httpsspingarennl,restaurant,,,italian finedining french diner barbecue,spingaren,,,,no,,,,beer,none,casual,cheap,,,,,,,,,,,
24,leidseplein,dan murphy irish bar,,,dan murphy,,,one of the many irish pub in the city people from all over the world meet here and watch football rugby and typical irish sport like hurl and gaelic football while drinking a pint of guinness,52.36452,,x x wlan 431 yes 64 no 20 x x x,,,,,dan murphy irish bar,,1017pt,leidseplein 24,,,,,,,,,4.88229,,,,,,httpwwwdanmurphysnl,,,,frsa 12000300 suth 12000100,drink,31 20 422 3285,pub,,,httpwwwdanmurphysnl,pub,,,,dan murphy irish bar,frsa 12000300 suth 12000100,,,no,,,,beer,folk,casual,,,,,,,,,,,,
39,vijzelstraat,,,,feijoa,,,cocktail bar with a lovely atmosphere pleasant music and friendly staff include one of the netherlands lead cocktail barman will make any cocktail you ask for,52.36599,,x x,,,,,bobby,,1017he,vijzelstraat 39,,,,,,,,,4.89329,,,,,,,,,,,drink,31 6 53 726 137,bar,,,,bar,,,,bobby,,,,no,,,,cocktail,jazz,chic,,,,,,,,,,,,
57,max euweplein,,,,hard rock cafe,,hard rock cafe,this be close to or right next to the holland casino also close to the leidseplein great service great food and plenty of drink,52.36203,enhard rock cafe,x x x x x x yes 2234 limited 983 no 881,,,,,hard rock cafe,,1017ma,max euweplein 61,,,,american,,,,,4.88304,no,,,,,,,,,moth 09002400 frsa 09000100,drink,31 20 888 1358,restaurant,,,httpswwwhardrockcafecomlocationamsterdam,restaurant,hard rock cafe,,american,hard rock cafe,moth 09002400 frsa 09000100,,,no,,,,cocktail,,casual,,,,,,,,,,,,
163,lijnbaansgracht,,,,maloe melo,,,small blue bar which be separate in two part a free part in the front €5 entrance fee in the back where blue or rock n roll band play live every night of the week,52.37005,,x x x x,,,,,bluescafé maloe melo,,1016vx,lijnbaansgracht 163,,,,,,,,,4.87771,,sunthu 3 be frisat 4 be,,,,httpwwwmaloemelocom,,,,suth 21000300 frsa 21000400,drink,31 20 420 4592,bar,,front part free back part €5 entrance fee,httpswwwmaloemelocom,bar,,,,bluescafé maloe melo,suth 21000300 frsa 21000400,,,no,,,,beer,blue,intimate,cheap,,,,,,,,,,,
102,amstel,,,,mulligan irish music bar,welcome,,the old irish bar in amsterdam mulligan have live music most night this be where the traditional music crowd gather,52.36698,,x x wlan 431 yes 64 no 20 primary 20 welcome 4 x x x yes 2234 limited 983 no 881,,,,,blin queen,,1017ad,amstel 100,,,,breakfast cake coffeeshop crepe diner pancake,,,,,4.89684,,,,,,httpwwwmulligansnl,,,,moth 09002100 fr 09002200 sasu 09001800,drink,,restaurant,,,httpswwwblinqueencom,restaurant,,,breakfast cake coffeeshop crepe diner pancake,blin queen,moth 09002100 fr 09002200 sasu 09001800,,,no,,,,beer,folk,casual,,,,,,,,,,,,
2729,rembrandtplein,,,,lopera,,,a friendly spot for coffee a beer or something strong you may at first only notice the outside seat and the enclose terrace but there be also an elegant usually quieter indoor area food too but you dont see many eater,52.36644,,x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1,,,,,beer barrel,,1017ct,rembrandtplein 2729,,,,,,,,,4.8975,,,,,,httpwwwloperanl,,,,,drink,31 20 620 47 54,cafe,,,,cafe,,,,beer barrel,,,,no,,,,coffee,jazz,chic,,,,,,,,,,,,
86,korte leidsedwarsstraat,,,,whisky cafe lb,,,if you like whisky this small laidback and friendly cafe be the ideal place to visit many unusual whisky from independent bottler and close distillery be available the menu stretch along one wall and be about 2 meter in height the cafe have have 1001 whisky available since they open just be warn the stair to the toilet be pretty steep,52.36271,,x x x,,,,,de spuyt,,1017rd,korte leidsedwarsstraat 8284,,,,,,,,,4.88538,no,,,,,httpwhiskyproeverijennl,,,,,drink,31 6 245 541 62,pub,,,httpwwwcafedespuytnl,pub,,,,de spuyt,,,,no,,,,whisky,none,intimate,,,,,,,,,,,,
,,,,,air,,,,,,,,,,,,,,amstelstraat 16,,,,,,,,,,,,,,,httpwwwairnl,,,,,drink,,,,,,,,,,,,,,no,,,,soft drink,,no,,,,,,,,,,,,
,,,,,chicago social club,,,amsterdam nightlife king casper reinders join with the founder of bitterzoet and the owner of boom chicago to bring quality club to the leidspelein,,,,,,,,,,,leidseplein 12,,,,,,,,,,,,,,,httpwwwchicagosocialclubnl,,,,,drink,,,,,,,,,,,,,,no,,,,cocktail,electronic,chic,,,,,,,,,,,,
,,,,,club home,,,,,,,,,,,,,,wagenstraat 7,,,,,,,,,,,,,,,httpwwwclubhomenl,,,,,drink,,,,,,,,,,,,,,no,,,,beer,,chic,,,,,,,,,,,,
,,,,,escape,,,a large fairly uninspiring nightclub that mostly play mainstream house music the first hall be large and attracts the more or less wannabe hip people of the city although the crowd be diverse the second hall upstairs have a completely different audience mostly hiphop and rb enthusiast at some event escape be split in two which mean you can use the backside entry at amstel for a different party,,,,,,,,,,,rembrandtplein 11,,,,,,,,,,,,,,,httpescapenl,,,,,drink,,,,,,,,,,,,,,no,,,,beer,electronic,casual,,,,,,,,,,,,
,,,,,jimmy woo,,,the most glamorous club in amsterdam offer a selection of house and rb with a spectacularly lit dance floor downstairs it be relatively small and there be table service so it feel a bit like a viproom entry policy be strict so dress sharp to get in and boy dont come alone,,,,,,,,,,,korte leidsedwarsstraat 18,,,,,,,,,,,,,,,httpwwwjimmywoocom,,,,,drink,,,,,,,,,,,,,,no,,,,cocktail,rb,chic,,,,,,,,,,,,
,,,,,melkweg,,,a former milk factory now it one of the best live venue of amsterdam it interior be not a good a paradiso but it feel more like a nightclub a the music be dancetrance orient popular among university student and young tourist it a great place to go out till the sun get up rate can vary widely and go very steep during special event,,,,,,,,,,,lijnbaansgracht 234,,,,,,,,,,,,,,,httpwwwmelkwegnl,,,,,drink,,,,,,,,,,,,,,no,,,,beer,electronic,casual,,,,,,,,,,,,
,,,,,paradiso,,,sometimes refer to a a nightclub it feel more like a nightly music venue and be the safest bet in town it interior be phenomenal a it be house in a former church but the main room have relatively bad acoustic it get a mixed crowd a there be plenty of room with different band perform and it isnt too crazy expensive it music straddle the line between pop and alternative much of the performance be rock but it can really be anything dont be surprised to be dance the russian troika with thousand of people on a wednesday night it get fairly packed a be obvious by the huge line on the weekend especially after 0100,,,,,,,,,,,weteringschans 6,,,,,,,,,,,,,,,httpwwwparadisonl,,,,,drink,,,,,,,,,,,,,,no,,,,nightclub,indie,casual,,,,,,,,,,,,
,,,,,studio 80,,,this be a somewhat more underground intimate club thats easy to miss because of it flashy neighbour it pride itself by try to stay on the forefront of electronic music in the city,,,,,,,,,,,rembrandtplein 17,,,,,,,,,,,,,,,httpwwwstudio80nl,,,,,drink,,,,,,,,,,,,,,no,,,,cocktail,electronic,intimate,,,,,,,,,,,,
,,,,,sugar factory,,,bit of a remarkable place that integrates art music culture theatre and nightclub into one it have a relaxed atmosphere with an eccentric artistry audience,,,,,,,,,,,lijnbaansgracht 238,,,,,,,,,,,,,,,httpwwwsugarfactorynlpagesitehome,,,,,drink,31 20 626 50 06,,,around €10,,,,,,,,,,no,,,,cocktail,indie,chic,medium,,,,,,,,,,,
,,,,,the cave rockclub,,,cozy metal bar with friendly barstaff and interest regular with live performance by tour metal band on weekend,,,,,,,,,,,prinsengracht 472,,,,,,,,,,,,,,,httpwwwthecavenl,,,,,drink,31 20 626 89 39,,,,,,,,,,,,,no,,,,beer,metal,intimate,,,,,,,,,,,,
,,,,,waterhole,,,light rockfunk jam session in a dingy but atmospheric bar with pooltables live band play every night of the week,,,,,,,,,,,korte leidsedwarsstraat 49,,,,,,,,,,,suth 3 be frisat 4 be,,,,httpwwwwaterholenl,,,,,drink,31 20 620 89 04,,,€1 entrance fee include wardrobe,,,,,,,,,,no,,,,beer,rock,casual,cheap,,,,,,,,,,,
,,,,,betty too,,,absolute gem cozy and friendly place with moderate prize and interest international crowd,,,,,,,,,,,reguliersdwarsstraat 29,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,no,,,,none,indie,intimate,,,,,,,,,,,,
,,,,,bulldog,,,this be the original shop that use to be a police department now it turn into a chain of touristy coffeeshops bar hotel and even an energy drink,,,,,,,,,,,leidseplein 1317,,,,,,,,,,,,,,,httpwwwbulldognl,,,,,drink,,,,,,,,,,,,,,no,,,,coffee,,chic,,,,,,,,,,,,
,,,,,global chillage,,,good produce and nice tune but uncomfortable seat,,,,,,,,,,,kerkstraat 51,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,no,,,,,,casual,,,,,,,,,,,,
,,,,,grey area,,,tiny but famous for their outstanding weed especially american strain,,,,,,,,,,,oude leliestraat 2,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,no,,,,beer,reggae,casual,,,,,,,,,,,,
,,,,,the otherside,,,gay coffeeshop,,,,,,,,,,,reguliersdwarsstraat 6,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,no,,,,coffee,indie,intimate,,,,,,,,,,,,
138,kerkstraat,,,,han brinker hostel,,,very light atmosphere and doesnt take itself seriously bar and downstairs club,52.36362,,x x wlan 431 yes 64 no 20 x x yes 2234 limited 983 no 881,,,,,han brinker,,1017gr,kerkstraat 136138,,,,,,,,,4.88815,,,,,,httpwwwhansbrinkercom,,,,,sleep,31 20 622 0687,hostel,,dorm €24 per person,httpshansbrinkercom,hostel,,,,han brinker,,,,no,,,possible facility bar club,,,,cheap,,,,,,,,,,,
,,,,,mozart hotel,,,47 ensuite room,52.36555,,x x x x,,,,,ticket shop stromma canal tour,,,prinsengracht 518520,,,,,,ticket,,,4.88659,,,,,,httpwwwhotelmozartnl,,,,,sleep,31 20 620 95 46,yes,,single €50 double €60,httpswwwstrommacom,yes,,,,ticket shop stromma canal tour,,ticket,,no,,,private bath number of bed,,,,cheap,yes,,,,,,,,,,
4,nicolaas witsenstraat,,,,hotel nicolaas witsen,,,,52.35891,,x x,,,,,hotel nicolaas witsen,,1017zh,nicolaas witsenstraat 48,,,,,,,,,4.89611,,,3,,,httpwwwhotelnicolaaswitsennl,,,,,sleep,31 20 623 6143,hotel,,€75,httpswwwhotelnicolaaswitsennl,hotel,,,,hotel nicolaas witsen,,,,no,,,,,,,,,,,,,,,,,,
,,,,,hotel asterisk,,,smallish but clean and quiet room in two building across a residential street generous checkincheckout good breakfast include close to tram stop walk to rijksvan gogh museum,52.3589,,wlan 431 yes 64 no 20 x,,,,1400,kap,,,den texstraat 16,1100,,,,,,,,4.8939,,,2,,,httpwwwasteriskhotelnlen,,,,,sleep,31 20 626 2396,hotel,,€70 knock off a couple of euro by book directly on their site,,hotel,,,,kap,,,,no,,clean,clean and quiet room generous checkincheckout good breakfast include close to tram stop walk distance to rijksvan gogh museum,,,,,,,,,,,,,smallish,,
113,weteringschans,,,,blue moon bed breakfast,,,bed breakfast opposite the rijksmuseum,52.36033,,x x yes 2234 limited 983 no 881,,,,,carl denig,,1017sb,weteringschans 123a,,,,,,outdoor,,,4.8888,,,,,,httpwwwbluemoonamsterdamnl,,,,,sleep,31 20 428 88 00,hotel,,from €105 to €165,,,,,,carl denig,,outdoor,,no,,,location opposite the rijksmuseum number of bed available size of the room,,,,,,,,,city view,,,,,,
18,westeinde,,,,cocomama,,,amsterdam first boutique hostel free wifi garden fully equip kitchen for guest use livingroom very social atmosphere all room en suite,52.35877,,x no 149 outside 100 isolated 7 separate 7 dedicate 3 yes 1 x,,,,4 pm,cocomama,,1017zp,westeinde 18,12 pm,,,,,,,,4.89866,,,,,,httpwwwcocomamanl,,,outside,,sleep,31 6272 454,hostel,,private room €76 to €126 dorm €26 €48,httpswwwcocomamanl,hostel,,,,cocomama,,,,no,,,private bath kitchen garden living room free wifi,,,,medium,yes,,yes the hotel room have a bath,,,yes,,,,,
382o,marnixstraat,,,,hotel de paris,,,three star hotel,52.36547,,x x x,,,,,hotel marnix,,1016xx,marnixstraat 372,,,,,,,,,4.87979,,,,,,httphoteldeparisamsterdamnl,,,,,sleep,31 20 623 75 24,hotel,,from €99,httpswwwmarnixhotelnl,,,,,hotel marnix,,,,no,,,base on the description provide typical room facility at a threestar hotel may include 1 private bath 2 air conditioning 3 tv 4 number of bed eg double twin 5 size of the room,,,,medium,,,,,,,,,,,
415,marnixstraat,,,,hotel la boheme,,,two star hotel with very friendly staff clean room and free wi fi,52.36455,,x x,,,,,la bohème,,1017pk,marnixstraat 415,,,,,,,,,4.88108,,,,,,httpwwwlabohemeamsterdamcom,,,,,sleep,31 20 624 2828,hotel,,€80130,httpswwwlabohemeamsterdamcom,hotel,,,,la bohème,,,,no,,clean and friendly staff,clean room free wifi friendly staff,,,,medium,,,,,,,,,,,
,,,,,jewel canal apartment,,,two canal side apartment in the center of amsterdam close to the dam square suitable for holiday and business stay free high speed internet,52.37237,,x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 yes 72 no 22 unisex 2 yes 2234 limited 983 no 881,,,,,cafe het paleis,,,singel 235,,,,,,,,,4.88898,no,,,,yes,httpwwwamsterdamjewelcom,,,,,sleep,31 6 244 575 93,cafe,,from €109 to €179,,cafe,,,,cafe het paleis,,,,no,,,canal side location close to dam square suitable for holiday and business stay free high speed internet,,,,medium,,,,,city view,,yes,,,,
382o,marnixstraat,,,,marnix hotel,,,2 star hotel with dorm bed,52.36546,,x x x,,,,,hotel marnix,,1016xx,marnixstraat 382,,,,,,,,,4.87979,,,,,,,,,,,sleep,31 20 664 6111,hostel,,€7995 dorm €30 per person,httpswwwmarnixhotelnl,,,,,hotel marnix,,,,no,,,dorm bed share bath air conditioning tv,,,,cheap,,,no,,,,,,,,
4,nicolaas witsenstraat,,,,hotel nicolaas witsen,,,3star hotel in the city center of amsterdam nearby heineken factory,52.35889,,x x,,,,,hotel nicolaas witsen,,1017zh,nicolaas witsenstraat 4,,,,,,,,,4.89609,,,3,,,httpwwwhotelnicolaaswitsennl,,,,,sleep,31 20 623 6143,hotel,,€132,httpswwwhotelnicolaaswitsennl,hotel,,,,hotel nicolaas witsen,,,,no,,,private bath air conditioning tv view city view number bed double or twin size standard room size,,,,medium,,,,,city view,,,,,,
97,leidsekade,,,,eden amsterdam american hotel,,hard rock hotel,list a an art nouveau monument the hotel be right in the heart of leidseplein square both café americain and bar americain be in the hotel famous for celebrity and vip spot,52.36382,,x x x x x x yes 2234 limited 983 no 881,nlamerican hotel,,yes,,hard rock hotel amsterdam american,entrance at the side,1017pn,leidsekade 97,,,,,,,,,4.88123,yes,,4,,,httpswwwamsterdamamericanhotelcom,,a member of summit hotel and resort,,,sleep,31 20 556 3000,hotel,,€100200,httpswwwhardrockhotelscomamsterdamamerican,hotel,hard rock hotel,,,hard rock hotel amsterdam american,,,,no,,,private bath air conditioning view number bed tv,,,,medium,,yes,,,city view,,yes,,,,
341,herengracht,,,,hotel ambassade,,,four star hotel on one of the main canal writer that stayed here left sign copy of their book in the hotel library,52.3694,,x x,,,,,ambassade hotel,,1016az,herengracht 341,,,,,,,,,4.88722,,,4,,,httpwwwambassadehotelnl,,,,,sleep,31 20 555 02 22,hotel,,€195,httpswwwambassadehotelnlnlhome,hotel,,,,ambassade hotel,,,,no,,,private bath air conditioning view of the main canal library with sign copy of book possible tv in the room,,,,medium,,,,,,,,,,,
323,prinsengracht,,,,hotel pulitzer,,,25 restore 17th and 18th century canal house overlook two of the city most picturesque canal prinsengracht and keizersgracht and make famous in ocean 12,52.37267,,x x x yes 2234 limited 983 no 881,nlhotel pulitzer,,yes,,pulitzer,,1016gz,prinsengracht 315331,,,,,,,categoryhotel pulitzer,,4.88328,,,5,,,httpwwwpulitzeramsterdamcom,,,,,sleep,31 20 523 5235,hotel,,€259,httpswwwpulitzeramsterdamcom,hotel,,,,pulitzer,,,,no,,clean,view overlook prinsengracht and keizersgracht canal number of bed multiple bed base on the number of restore house size restore 17th and 18th century canal house private bath likely available but not specify in the description,,,,expensive,,,,,city view,,,,,,
2,linnaeusstraat,,,,tropenmuseum,,,ethnographic museum,52.36277,,x x x x x yes 2234 limited 983 no 881,nltropenmuseum,,yes,,wereldmuseum amsterdam,,1092ck,linnaeusstraat 2,,,,,,,,,4.92268,,tusu 10001700,,,,httptropenmuseumnlen,,,,tusu 10001700,see,31 20 5688200,museum,,€1250,httpsamsterdamwereldmuseumnl,museum,,,,wereldmuseum amsterdam,tusu 10001700,,,no,,,,,,,,,,,,,,,,,,
,,,,,persmuseum,,,,52.36916,,x x x,,,,,,,,zeeburgerkade 10,,,,,,,,,4.939835,,,,,,httppersmuseumnl,,press museum,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,oosterpark,,,close to plantage this park hold several multicultural festival throughout the year,52.3601,,wlan 431 yes 64 no 20 x x no 149 outside 100 isolated 7 separate 7 dedicate 3 yes 1 x x,,,,,,,,,,,,,,,,,4.9205,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,diemerpark,,,this be a large park a little like a dune park,52.3527,,x x,,,,,,,,,,,,,,,,,4.9866,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,flevopark,,,the flevopark be in the indische buurt at the eastern end of the insulindeweg next to the jewish cemetery the flevobad swim pool and the nieuwe diep inlet there be two cafés open in springsummerautumn time and one festival each year,52.3615,,x x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 yes 2234 limited 983 no 881,,,,,,,,,,,,,,,,,4.9494,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
9,kamerlingh onneslaan,,,,frankendael,,,frankendael be a house built in 1733 in watergraafsmeer the house be surround by a pleasant park take tram 9 get off at the stop hugo de vrieslaan,52.3507,,x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1,,,,,at the parq,,1097de,,,,,,,,,,4.9297,,,,,,,,,,,see,,cafe,,,,cafe,,,,at the parq,,,,no,,,,,,,,,,,,,,,,,,
68,eerste van swindenstraat,,,,dappermarkt,,,in the east behind the zoo and be vote best market in the netherlands,52.36258,,x x x x,,,,,pita queen,,,dapperstraat,,,,pita,,,,,4.92753,,msa 09001700,,,,,,,,,buy,31 20 6947495,restaurant,,,httpswwwpitaqueennl,restaurant,,,pita,pita queen,,,,no,,,,,,,,,,,,,,,,,,
128,krijn taconiskade,,,,bijtij,,,boutique,52.35272,,x x x,,,,,tjikky ko,,,krijn taconiskade 126,,,,,,clothes,,,5.00357,,,,,,,,,,wesu 12001700,buy,,,,,,,,,,tjikky ko,wesu 12001700,clothes,,no,,,,,,,,,,,,,,,,,,
1153,ijburglaan,,,,bliksem en sterren,,,for kid clothing,52.35524,,x x x,,,,,bliksem sterren,,1087gj,ijburglaan 1153,,,,,,clothes,,,4.99573,,tuf 09001730 sa 10001700,,,,httpwwwbliksemensterrencom,,,,tufr 09001730 sa 10001700,buy,31 20 4166617,,,,,,,,,bliksem sterren,tufr 09001730 sa 10001700,clothes,,no,,,,,,,,,,,,,,,,,,
,,,,,design020,,,shop for furniture etc,52.36227,,x x x x x yes 2234 limited 983 no 881,,,yes,,design020,,,pedro de medinalaan 89,,,,,,mall,,,4.9756,,tusa 10001800,,,,,,,,mo off tusa 10001800 su 12001700,buy,,,,,httpsdesign020nl,,,,,design020,mo off tusa 10001800 su 12001700,mall,,no,,,,,,,,,,,,,,,,,,
1273,ijburglaan,,,,flo 4 kidz,,,for kid clothing,52.35514,,x x x x yes 2234 limited 983 no 881,,,,,flo 4 kidz,,1087gj,ijburglaan 12731275,,,,,,clothes,,,4.99594,,tu 12001730 wsa 10001730,,,,httpflo4kidznlflo4kidzhtml,,,,tu 12001730 wesa 10001730,buy,31 20 6625007,,,,httpwwwflo4kidznl,,,,,flo 4 kidz,tu 12001730 wesa 10001730,clothes,,no,,,,,,,,,,,,,,,,,,
1277,ijburglaan,,,,frontrow,,,boutique,52.35503,,x x x x x yes 2234 limited 983 no 881,,,,,the new classic,,1087gj,ijburglaan 1277,,,,,,clothes,,,4.99616,,,,,,,,,,tufr 11001730 sa 11001700,buy,31 6 11202978,,,,httpswwwthenewclassicnl,,,,,the new classic,tufr 11001730 sa 11001700,clothes,,no,,,,,,,,,,,,,,,,,,
1277,ijburglaan,,,,ien lifestyleshop,,,boutique,52.35513,,x x x x x yes 2234 limited 983 no 881,,,,,the new classic,,1087gj,diemerparklaan 52,,,,,,clothes,,,4.99597,,,,,,,,,,tufr 11001730 sa 11001700,buy,31 6 11202978,,,,httpswwwthenewclassicnl,,,,,the new classic,tufr 11001730 sa 11001700,clothes,,no,,,,,,,,,,,,,,,,,,
1281,ijburglaan,,,,ijgenwijs,,,nice shop for present and home decoration it be about to close,52.35489,,x x yes 2234 limited 983 no 881,,,,,smartphone repair,,1087gj,ijburglaan 1285,,,,,,electronics,,,4.99645,,,,,,,,,,,buy,,,,,,,,,,smartphone repair,,electronics,,no,,,,,,,,,,,,,,,,,,
1359,ijburglaan,,,,sevenlands,,,boutique,52.35349,,x x x x x x,,,,,coffee and kid,,1087jj,ijburglaan 1359,,,,coffeeshop,,,,,4.9991,,,,,,,,,,mofr 08301700 sa 09001400,buy,31 6 41204909,cafe,,,httpswwwcoffeeandkidsnl,cafe,,,coffeeshop,coffee and kid,mofr 08301700 sa 09001400,,,no,,,,,,,,,,,,,,,,,,
1501,ijburglaan,,,,suburb denim,,,boutique,52.35126,,x x x x yes 2234 limited 983 no 881,,,,,sunny side,,1087km,ijburglaan 1499,,,,,,,,,5.00325,,,,,,,,,,tusu 11002100,buy,31 6 84316939,restaurant,,,httpswwwsunnysideijburgnl,restaurant,,,,sunny side,tusu 11002100,,,no,,,,,,,,,,,,,,,,,,
128,krijn taconiskade,,,,tjikkyko,,,for kid clothing,52.35267,,x x x,,,,,tjikky ko,,,krijn taconiskade 128p,,,,,,clothes,,,5.00367,,,,,,,,,,wesu 12001700,buy,,,,,,,,,,tjikky ko,wesu 12001700,clothes,,no,,,,,,,,,,,,,,,,,,
835,ijburglaan,,,,boerenjongens eetwinkel,,,a deli shop annex lunch room with product from the region,52.35667,,x x,,,,,brouwer makelaars,,1087cl,talbotstraat 3,,,,,,estateagent,,,4.99327,,,,,,,,,,,eat,31 20 4167059,,,,,,,,,brouwer makelaars,,estateagent,lunch,no,,,,,,casual,,,,,,,,,,,,
39,pampuslaan,,,,ijsburg,,,ice cream shop,52.35225,,x x,,,,,midnight ijburg,,1087hp,pampuslaan 41,,,,,,convenience,,,5.007687,,,,,,,,,,,eat,,,,,,,,,,midnight ijburg,,convenience,,no,,,,,,casual,,,,,,,,,,,,
1501,ijburglaan,,,,de keuken van tante til,,,mediterranean deli annex restaurant,52.35149,,x x x x yes 2234 limited 983 no 881,,,,,sunny side,,1087km,ijburglaan 1501,,,,,,,,,5.00279,,,,,,httpwwwdekeukenvantantetilnl,,,,tusu 11002100,eat,31 6 84316939,restaurant,,main €1015,httpswwwsunnysideijburgnl,restaurant,,,,sunny side,tusu 11002100,,,no,,,,,,casual,cheap,,,,,,,,,,,
1,eerste van swindenstraat,,,,biertuin,,,oktoberfeststyle biergarten so expect long table and a wide variety of bottle beer available it have a nice atmosphere during warm summer evening try the hamburger deluxe or chicken menu and come early a it be often crowd reservation can not be make but you can wait outside with a beer until seat be available,52.3623,,x x x,,,,,baldev,,1093es,linnaeusstraat 29,,,,,,jewelry,,,4.92416,,su th 11000100 f sa 11000300,,,,httpwwwdebiertuinnl,,,,,eat,31 20 6650956,,,€1520,httpsbaldevnl,,,,,baldev,,jewelry,dinner,no,,,,,,casual,medium,,,,,,,,,,,
1289,ijburglaan,,,,bloem op ijburg,,,italian restaurant,52.35446,,x x x x x yes 368 no 41 only 25 x yes 2234 limited 983 no 881,,,,,bloem op ijburg,,1087gj,ijburglaan 1289,,,yes,italian,,,,,4.99714,,17302200 daily,,,,httpwwwbloemopijburgnl,,,,tusa 17302130,eat,31 20 416 0677,restaurant,,€1520,httpswwwbloemopijburgnl,restaurant,,,italian,bloem op ijburg,tusa 17302130,,dinner,no,,,,,,intimate,medium,,,,,,,,,,,
