addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,diet:vegan,address,checkOut,note,takeaway,indoor_seating,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,diet:vegetarian,fee,hours,stars,changing_table,toilets,url,internet_access,alt,building,outdoor_seating,smoking,diet:gluten_free,opening_hours,type,phone,amenity,old_name,price,tourism,website,amenity,brand,check_date,cuisine,name,opening_hours,shop,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size
,,,,,'t Arendsnest,,,"Excellent biercafe serving only Dutch beers and liqueurs, including jenever. Around 30 beers on tap, 17 or so which change regularly, and over 100 bottled. Very friendly bartenders who know beer well and give great recommendations. Try the &euro;8 sampler, which gives you 12cl samples of 3 beers with a glass of water and some crackers.",52.37677,,,,,,,,,,,Herengracht 90,,,,,,,,,,4.88930,,,,"Su-Th 4PM-midnight, F-Sa: 4PM-2AM",,,,http://www.arendsnest.nl/,,,,,,,,drink,+31 20 421 20 57,,,,,,,,,,,,,,,,,,,beer,None,Casual,,,,,,,,,,
,,,,,Dan Murphy's,,,"One of the many Irish pubs in the city. People from all over the world meet here and watch football, rugby and typical Irish sports like hurling and Gaelic football while drinking a pint of Guinness.",52.36452,,,,,,,,,,,Leidseplein 24,,,,,,,,,,4.88229,,,,,,,,http://www.danmurphys.nl/,,,,,,,,drink,+31 20 422 32 85,,,,,,,,,,,,,,,,,,,beer,Irish folk,Casual,,,,,,,,,,
,,,,,Feijoa,,,"Cocktail bar with a lovely atmosphere, pleasant music and friendly staff, including one of the Netherlands leading cocktail barmen. Will make any cocktail you ask for.",52.36599,,,,,,,Bobby's,,,,Vijzelstraat 39,,,,,,,,,,4.89329,,,,,,,,,,,,,,,,drink,+31 6 53 726 137,bar,,,,,bar,,,,Bobby's,,,,,,,,,Cocktail,Jazz,Intimate,,,,,,,,,,
,,,,,Hard Rock Cafe,,Hard Rock Cafe,"This is close to, or right next to the Holland Casino also close to the Leidseplein. Great service, great food, and plenty of drinks.",52.36203,,,,,limited,,Hard Rock Cafe,,,,Max Euweplein 61,,,,,american,,,,,4.88304,,,,,,,,,,,,,,,"Mo-Th 09:00-24:00, Fr,Sa 09:00-01:00",drink,+31 20 523 76 25,restaurant,,,,https://www.hardrockcafe.com/location/amsterdam/,restaurant,Hard Rock Cafe,,american,Hard Rock Cafe,"Mo-Th 09:00-24:00, Fr,Sa 09:00-01:00",,,,,,,,cocktail,None,Casual,,,,,,,,,,
,,,,,Maloe Melo,,,"Small blues bar which is separated in two parts: a free part in the front, €5 entrance fee in the back where blues or rock 'n' roll bands play live every night of the week.",52.37005,,,,,,,,,,,Lijnbaansgracht 163,,,,,,,,,,4.87771,,,,"Sun-Thu: 3 AM, Fri-Sat: 4 AM",,,,http://www.maloemelo.com/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Beer,Blues,Intimate,,,,,,,,,,
,,,,,Mulligans Irish Music Bar,,,"The oldest Irish bar in Amsterdam, Mulligans has live music most nights. This is where the traditional music crowd gathers.",52.36698,,,,,,,,,,,Amstel 100,,,,,,,,,,4.89684,,,,,,,,http://www.mulligans.nl/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,beer,Traditional,Casual,,,,,,,,,,
,,,,,l'Opera,,,"A friendly spot for coffee, a beer, or something stronger. You may at first only notice the outside seating and the enclosed terrace, but there is also an elegant, (usually) quieter indoor area. Food, too, but you don't see many eaters.",52.36644,,,,,,,,,,,Rembrandtplein 27-29,,,,,,,,,,4.89750,,,,,,,,http://www.l-opera.nl/,,,,,,,,drink,+31 20 620 47 54,,,,,,,,,,,,,,,,,,,Coffee,Ambient,Intimate,,,,,,,,,,
,,,,,Whisky Cafe L&B,,,"If you like whisky, this small, laid-back and friendly cafe is the ideal place to visit. Many unusual whiskies from independent bottlers and closed distilleries are available. The menu stretches along one wall and is about 2 meters in height, the cafe having had 1001 whiskies available since they opened. Just be warned the stairs to the toilets are pretty steep!",52.36271,,,,,,,,,,,Korte Leidsedwarsstraat 82-84,,,,,,,,,,4.88538,,,,,,,,http://whiskyproeverijen.nl/,,,,,,,,drink,+31 6 245 541 62,,,,,,,,,,,,,,,,,,,Whisky,Jazz,Casual,,,,,,,,,,
,,,,,AIR,,,,,,,,,,,,,,,Amstelstraat 16,,,,,,,,,,,,,,,,,,http://www.air.nl,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Wine,Classical,No.,,,,,,,,,,
,,,,,Chicago Social Club,,,Amsterdam's nightlife king Casper Reinders joined with the founders of Bitterzoet and the owners of Boom Chicago to bring quality clubbing to the Leidspelein.,,,,,,,,,,,,Leidseplein 12,,,,,,,,,,,,,,,,,,http://www.chicagosocialclub.nl,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,cocktail,Clubbing,Chic,,,,,,,,,,
,,,,,Club HOME,,,,,,,,,,,,,,,Wagenstraat 7,,,,,,,,,,,,,,,,,,http://www.clubhome.nl,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Wine,Classical,Romantic,,,,,,,,,,
,,,,,Escape,,,"A large, fairly uninspiring nightclub that mostly plays mainstream house music. The first hall is large and attracts the more or less wannabe hip people of the city, although the crowd is diverse. The second hall upstairs has a completely different audience, mostly hip-hop and R&B enthusiasts. At some events Escape is split in two, which means you can use the backside entry at '''Amstel''' for a different party.",,,,,,,,,,,,Rembrandtplein 11,,,,,,,,,,,,,,,,,,http://escape.nl/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Beer,House,Casual,,,,,,,,,,
,,,,,Jimmy Woo,,,"The most glamorous club in Amsterdam offers a selection of house and r&b, with a spectacularly lit dance floor downstairs. It is relatively small and there is table service, so it feels a bit like a VIP-room. Entry policy is strict so dress sharp to get in. And boys, don't come alone.",,,,,,,,,,,,Korte Leidsedwarsstraat 18,,,,,,,,,,,,,,,,,,http://www.jimmywoo.com/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,cocktail,House,Chic,,,,,,,,,,
,,,,,Melkweg,,,"A former milk factory, now it's one of the best live venues of Amsterdam. Its interior is not as good as Paradiso, but it feels more like a nightclub as the music is dance/trance oriented. Popular among university students and younger tourists, it's a great place to go out till the sun gets up. Rates can vary widely, and go very steep during special events.",,,,,,,,,,,,Lijnbaansgracht 234,,,,,,,,,,,,,,,,,,http://www.melkweg.nl/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Beer,Dance / Trance,Casual,,,,,,,,,,
,,,,,Paradiso,,,"Sometimes referred to as a nightclub, it feels more like a nightly music venue and is the safest bet in town. Its interior is phenomenal as it is housed in a former church, but the main room has relatively bad acoustics. It gets a mixed crowd as there are plenty of rooms with different bands performing and it isn't too crazy expensive. Its music straddles the line between pop and alternative. Much of the performances are rock, but it can really be anything: don't be surprised to be dancing the Russian troika with thousands of people on a Wednesday night. It gets fairly packed, as is obvious by the huge line on the weekends, especially after 01:00.",,,,,,,,,,,,Weteringschans 6,,,,,,,,,,,,,,,,,,http://www.paradiso.nl/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,nightclub,Rock,Chic,,,,,,,,,,
,,,,,Studio 80,,,"This is a somewhat more underground, intimate club that's easy to miss because of its flashy neighbours. It prides itself by trying to stay on the forefront of electronic music in the city.",,,,,,,,,,,,Rembrandtplein 17,,,,,,,,,,,,,,,,,,http://www.studio-80.nl,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,cocktail,Electronic,Intimate,,,,,,,,,,
,,,,,Sugar Factory,,,"Bit of a remarkable place that integrates art, music, culture, theatre and nightclub into one. It has a relaxed atmosphere with an eccentric artistry audience.",,,,,,,,,,,,Lijnbaansgracht 238,,,,,,,,,,,,,,,,,,http://www.sugarfactory.nl/page=site.home,,,,,,,,drink,+31 20 626 50 06,,,Around €10,,,,,,,,,,,,,,,,cocktail,Eclectic,Chic,Medium,,,,,,,,,
,,,,,The Cave Rockclub,,,"Cozy metal bar with friendly barstaff and interesting regulars, with live performances by touring metal bands on weekends.",,,,,,,,,,,,Prinsengracht 472,,,,,,,,,,,,,,,,,,http://www.thecave.nl/,,,,,,,,drink,+31 20 626 89 39,,,,,,,,,,,,,,,,,,,Beer,Metal,Intimate,,,,,,,,,,
,,,,,Waterhole,,,Light rock/funk jam sessions in a dingy but atmospheric bar with pooltables. Live bands play every night of the week.,,,,,,,,,,,,Korte Leidsedwarsstraat 49,,,,,,,,,,,,,,"Su-Th: 3 AM, Fri-Sat: 4 AM",,,,http://www.waterhole.nl,,,,,,,,drink,+31 20 620 89 04,,,"€1, entrance fee includes wardrobe",,,,,,,,,,,,,,,,beer,Rock,Casual,This place would be categorized as **cheap**.,,,,,,,,,
,,,,,Betty Too,,,"Absolute gem, cozy and friendly place with moderate prizes and interesting, international crowd.",,,,,,,,,,,,Reguliersdwarsstraat 29,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,N/A,None,Intimate,,,,,,,,,,
,,,,,Bulldog,,,"This is the original shop that used to be a police department. Now it turned into a chain of touristy coffeeshops, bars, hotels and even an energy drink.",,,,,,,,,,,,Leidseplein 13-17,,,,,,,,,,,,,,,,,,http://www.bulldog.nl/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Coffee,Electronic.,Chic,,,,,,,,,,
,,,,,Global Chillage,,,Good produce and nice tunes but uncomfortable seating.,,,,,,,,,,,,Kerkstraat 51,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,Price: N/A,,,,,,,,,,,,,,,,Nothing,Ambient,Casual,"I'm sorry, but without a specific price, I cannot categorize the place as cheap, medium, or expensive. If you provide me with the price, I can assist you further.",,,,,,,,,
,,,,,Grey Area,,,"Tiny, but famous for their outstanding weed, especially ""American"" strains.",,,,,,,,,,,,Oude Leliestraat 2,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Cocktail,Marijuana,Casual,,,,,,,,,,
,,,,,The Otherside,,,Gay coffeeshop.,,,,,,,,,,,,Reguliersdwarsstraat 6,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Coffee,Pop,Intimate,,,,,,,,,,
,,,,,Hans Brinker Hostel,,,Very light atmosphere and doesn't take itself seriously. Bar and downstairs club.,52.36362,,,,,,,,,,,Kerkstraat 136-138,,,,,,,,,,4.88815,,,,,,,,http://www.hans-brinker.com,,,,,,,,sleep,+31 20 622-0687,,,dorm €24+ per person,,,,,,,,,,,,,,"- Bar
- Club",Hostel,,,,Cheap,Nothing,Nothing,Nothing,Nothing,Nothing,No,Nothing,Nothing,Nothing
,,,,,Mozart Hotel,,,47 en-suite rooms.,52.36555,,,,,,,,,,,Prinsengracht 518-520,,,,,,,,,,4.88659,,,,,,,,http://www.hotelmozart.nl/,,,,,,,,sleep,+31 20 620 95 46,,,"Singles €50, doubles €60",,,,,,,,,,,,,,"- Private bath
- Number of beds
- Size",Hotel,,,,Cheap,Yes,Nothing,Yes.,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing
,,,,,Hotel Nicolaas Witsen,,,,52.35891,,,,,,,Hotel Nicolaas Witsen,,,,Nicolaas Witsenstraat 4-8,,,,,,,,,,4.89611,,,,,,,,http://www.hotelnicolaaswitsen.nl,,,,,,,,sleep,+31 20 620 51 13,,,€75,,https://www.hotelnicolaaswitsen.nl/,,,,,Hotel Nicolaas Witsen,,,,,,,,,,,,,,,,,,,,,
,,,,,Hotel Asterisk,,,"Smallish, but clean and quiet rooms in two buildings across a residential street. Generous check-in/checkout, good breakfast (included). Close to tram stop, walk to Rijks/van Gogh museums.",52.3589,,,,,,14:00,,,,,Den Texstraat 16,11:00,,,,,,,,,4.8939,,,,,,,,http://www.asteriskhotel.nl/en/,,,,,,,,sleep,+31 20 626 2396,,,"€70, knock off a couple of euros by booking directly on their site",,,,,,,,,,,,,Clean,"- Clean rooms
- Quiet rooms
- Good breakfast included
- Close to tram stop
- Walking distance to Rijks/van Gogh museums",Hotel,,,,Cheap,Nothing,Nothing,Nothing,No,Nothing,No,Nothing,Nothing,Smallish
,,,,,Blue Moon Bed & Breakfast,,,Bed & Breakfast opposite the Rijksmuseum.,52.36033,,,,,,,,,,,Weteringschans 123A,,,,,,,,,,4.88880,,,,,,,,http://www.bluemoon-amsterdam.nl,,,,,,,,sleep,+31 20 428 88 00,,,From €105 to €165,,,,,,,,,,,,,,"- View of Rijksmuseum
- Number of beds: Not specified
- Size of the room: Not specified
- Private bath: Not specified
- Air conditioning: Not specified
- Bath: Not specified
- Balcony: Not specified
- Kitchen: Not specified
- TV: Not specified",Hotel,,,,Medium,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing
,,,,,Cocomama,,,"Amsterdam's first boutique hostel. Free wifi, garden, fully equipped kitchen for guest use, livingroom. Very social atmosphere. All rooms en suite.",52.35877,,,,,,4 pm,Cocomama,,,,Westeinde 18,12 pm,,,,,,,,,4.89866,,,,,,,,http://www.cocomama.nl,,,,,outside,,,sleep,+31 6272 454,,,"Private room €76 to €126, dorm €26 - €48",,https://www.cocomama.nl,,,,,Cocomama,,,,,,Cleanliness,"Based on the description, possible room facilities at the boutique hostel in Amsterdam could include:

1. Private bath (en suite rooms)
2. Fully equipped kitchen for guest use
3. Living room
4. Free wifi
5. Garden

Additional possible facilities not mentioned in the description could include air conditioning, TV, balcony, and specific room sizes or bed arrangements.",Hostel,,,,Medium,Yes.,Nothing,Yes,No,Nothing,Yes,Nothing,Nothing,Nothing
,,,,,Hotel de Paris',,,Three star hotel.,52.36547,,,,,,,,,,,Marnixstraat 372,,,,,,,,,,4.87979,,,,,,,,http://hoteldeparisamsterdam.nl/,,,,,,,,sleep,+31 20 623 75 24,,,From €99,,,,,,,,,,,,,,"Possible room facilities for a three-star hotel may include:

- Private bath
- Air conditioning
- TV
- Possibly a balcony or view
- Varying number of beds
- Standard room size",Hotel,,,,Medium,Nothing,Nothing,Nothing.,Nothing,Nothing,Nothing.,Nothing,Nothing,Nothing.
,,,,,Hotel La Boheme,,,Two star hotel with very friendly staff. Clean rooms and free wi fi.,52.36455,,,,,,,,,,,Marnixstraat 415,,,,,,,,,,4.88108,,,,,,,,http://www.la-boheme-amsterdam.com,,,,,,,,sleep,+31 20 624 2828,,,€80-130,,,,,,,,,,,,,Clean and friendly staff,"- Clean rooms
- Free Wi-Fi
- Friendly staff",Hotel,,,,Medium,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,No,Nothing,Nothing
,,,,,Jewel Canal Apartments,,,"Two canal side apartments in the center of Amsterdam, close to the Dam Square. Suitable for holiday and business stays. Free high speed internet.",52.37237,,,,,,,,,,,Singel 235,,,,,,,,,,4.88898,,,,,,,,http://www.amsterdamjewel.com,,,,,,,,sleep,+31 6 244 575 93,,,From €109 to €179,,,,,,,,,,,,,,"- Canal view
- Located in the center of Amsterdam
- Close to Dam Square
- Suitable for holiday and business stays
- Free high-speed internet
- Number of beds unspecified
- Size of the apartments unspecified","Apartment, Close to center",,,,Medium,Nothing,Nothing,Nothing,No,City view,Nothing,Nothing,Nothing,Nothing
,,,,,Marnix Hotel,,,2 star hotel with dorm beds.,52.36546,,,,,no,,De Koe,,,,Marnixstraat 382,,,,,,,,,,4.87979,,,,,,,,,,,,,,,,sleep,+31 20 664 6111,cafe,,"€79-95, dorm €30 per person",,,cafe,,,,De Koe,,,,,,,"- Number of beds: Multiple dorm beds
- Shared bath
- Air conditioning (possible but not guaranteed in a 2-star hotel)
- TV (possible but not guaranteed in a 2-star hotel)
- Size: Standard dorm room size",Hostel,,,,Nothing,No,Nothing,Nothing,No,Nothing,No,No,Nothing,Nothing.
,,,,,Hotel Nicolaas Witsen,,,3-star hotel in the city center of Amsterdam nearby Heineken factory.,52.35889,,,,,,,Hotel Nicolaas Witsen,,,,Nicolaas Witsenstraat 4,,,,,,,,,,4.89609,,,,,,,,http://www.hotelnicolaaswitsen.nl/,,,,,,,,sleep,+31 20 626 65 46,,,€132,,https://www.hotelnicolaaswitsen.nl/,,,,,Hotel Nicolaas Witsen,,,,,,,"- Private bath
- Air conditioning
- TV
- View",Hotel,,,,medium,Nothing,Nothing,Nothing,Nothing,City view,Nothing,Nothing,Nothing,Nothing
,,,,,Eden Amsterdam American Hotel,,,"Listed as an Art Nouveau monument, the hotel is right in the heart of Leidseplein Square. Both Café Americain and Bar Americain are in the hotel, famous for celebrity and VIP spotting.",52.36382,,,,,,,,,,,Leidsekade 97,,,,,,,,,,4.88123,,,,,,,,http://www.edenamsterdamamericanhotel.com/en,,A member of Summit Hotels and Resorts,,,,,,sleep,+31  20 5563000,,,€100-200,,,,,,,,,,,,,,"- Private bath
- Air conditioning
- TV",Hotel,,,,Medium,Nothing,Yes,No,Nothing,City view.,No,Yes,Nothing,Nothing
,,,,,Hotel Ambassade,,,Four star hotel on one of the main canals. Writers that stayed here left signed copies of their books in the hotel's library.,52.36940,,,,,,,,,,,Herengracht 341,,,,,,,,,,4.88722,,,,,,,,http://www.ambassade-hotel.nl,,,,,,,,sleep,+31 20 555 02 22,,,€195,,,,,,,,,,,,,,"Based on the description provided, the possible room facilities could include:
- Private bath
- Air conditioning
- View
- TV",Hotel,,,,Medium,Nothing,Nothing,Nothing,No,Nothing,No,Nothing,Nothing.,Nothing
,,,,,Hotel Pulitzer,,,"25 restored 17th and 18th century canal houses overlooking two of the city's most picturesque canals, Prinsengracht and Keizersgracht, and made famous in Ocean's 12.",52.37267,,,,,,,,,,,Prinsengracht 315-331,,,,,,,,,,4.88328,,,,,,,,http://www.pulitzeramsterdam.com/,,,,,,,,sleep,+31 20 523 52 35,,,€259,,,,,,,,,,,,,,"- View overlooking Prinsengracht and Keizersgracht canals
- Historic 17th and 18th century canal houses
- Possibly private bath
- Possibly balcony",Hotel,,,,Expensive,Nothing,Nothing,Nothing,No,City view,Nothing,Nothing,Nothing,Nothing
,,,,,Tropenmuseum,,,"Ethnographic and cultural museum about Africa, Asia and South America. Includes an excellent cafe which sells food from around the world.",52.36277,,,,,,,,,,,Linnaeusstraat 2,,,,,,,,,,4.92268,,,,Tu-Su 10:00-17:00,,,,http://tropenmuseum.nl/en,,,,,,,,see,+31 20 568-8200,,,€12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Persmuseum,,,,52.369160,,,,,,,,,,,Zeeburgerkade 10,,,,,,,,,,4.939835,,,,,,,,http://persmuseum.nl/,,Press Museum,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Oosterpark,,,"Close to Plantage, this park holds several multicultural festivals throughout the year.",52.3601,,,,,,,,,,,,,,,,,,,,,4.9205,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Diemerpark,,,"This is a large park, a little like a dune park.",52.3527,,,,,,,,,,,,,,,,,,,,,4.9866,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Flevopark,,,"The Flevopark is in the Indische Buurt, at the Eastern end of the Insulindeweg, next to the Jewish cemetery, the Flevobad swimming pool, and the Nieuwe Diep inlet. There are two cafés open in spring/summer/autumn time and one festival each year.",52.3615,,,,,,,,,,,,,,,,,,,,,4.9494,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Frankendael,,,"Frankendael is a house built in 1733 in Watergraafsmeer. The house is surrounded by a pleasant park.  Take tram 9, get off at the stop ""Hugo de Vrieslaan"".",52.3507,,,,,,,At the ParQ,,,,,,,,,,,,,,4.9297,,,,,,,,,,,,yes,,,,see,,cafe,,,,,cafe,,,,At the ParQ,,,,,,,,,,,,,,,,,,,,,
,,,,,Bimhuis,,,"World class jazz and improvised music venue, five minutes by foot from Centraal Station.",52.37796,,,,,,,,,,,Piet Heinkade 3,,,,,,,,,,4.91289,,,,,,,,http://www.bimhuis.nl/index.php?&lang=en,,,,,,,,do,+31 20 788-2150,,,€14-18,,,,,,,,,,,,Entertainment,,,,,,,This activity would be categorized as **cheap** based on the price range provided (around 10 euro mark).,,,,,,,,,
,,,,,Blijburg Beach,,,"This temporary artificial beach is only open in summers. Oddly enough it's surrounded by construction sites and modern architecture in IJburg, the newest neighborhood of Amsterdam.",52.34975,,,,,,,,,,,,,,,,,,,,,5.01542,,,,,,,,http://www.blijburg.nl,,,,,,,,do,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,Muziekgebouw aan't IJ,,,Modern music concerts and classical music with a twist. A free concert is given every second Tuesday of the month at 12:30.,52.37827,,,,,,,,,,,Piet Heinkade 1,,,,,,,,,,4.91310,,,,M-Sa 12:00-18:00,,,,http://www.muziekgebouw.nl/informatie/english,,,,,,,,do,+31 20 788-2000,,,€20,,,,,,,,,,,,Entertainment,,,,,,,The activity is categorized as medium-priced.,,,,,,,,,
,,,,,Dappermarkt,,McDonald's,McDonald's Amsterdam van Swindenstraat,52.36258,,,,,yes,,McDonald's,,,,Dapperstraat,,,yes,,burger,,,,,4.92753,,,,M-Sa 09:00-17:00,,,,,wlan,,,,,,"07:00-01:00; Fr,Sa 07:00-03:00",buy,+31 20 694-7495,fast_food,,,,,fast_food,McDonald's,,burger,McDonald's,"07:00-01:00; Fr,Sa 07:00-03:00",,,,,,,,,,,,,,,,,,,,
,,,,,Bij'tij,,,Boutique.,52.35272,,,,,,,Tjikky & KO,,,,Krijn Taconiskade 126,,,,,,,clothes,,,5.00357,,,,,,,,,,,,,,,We-Su 12:00-17:00,buy,,,,,,,,,,,Tjikky & KO,We-Su 12:00-17:00,clothes,,,,,,,,,,,,,,,,,,,
,,,,,Bliksem en Sterren,,,For kids's clothing.,52.35524,,,,,,,,,,,IJburglaan 1153,,,,,,,,,,4.99573,,,,"Tu-F 09:00-17:30, Sa 10:00-17:00",,,,http://www.bliksemensterren.com/,,,,,,,,buy,+31 20 416-6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Design020,,,shops for furniture etc.,52.36227,,,,,yes,,Design020,,,,Pedro de Medinalaan 89,,,,,,,mall,,,4.97560,,,,Tu-Sa 10:00-18:00,,,,,,,,,,,Mo off; Tu-Sa 10:00-18:00; Su 12:00-17:00,buy,,,,,,https://design020.nl/,,,,,Design020,Mo off; Tu-Sa 10:00-18:00; Su 12:00-17:00,mall,,,,,,,,,,,,,,,,,,,
,,,,,Flo 4 Kidz,,,For kids's clothing.,52.35514,,,,,limited,,Flo 4 Kidz,,,,IJburglaan 1273-1275,,,,,,,clothes,,,4.99594,,,,"Tu 12:00-17:30, W-Sa 10:00-17:30",,,,http://flo4kidz.nl/Flo_4_Kidz.html,,,,,,,Tu 12:00-17:30; We-Sa 10:00-17:30,buy,+31 20 662-5007,,,,,http://www.flo4kidz.nl,,,,,Flo 4 Kidz,Tu 12:00-17:30; We-Sa 10:00-17:30,clothes,,,,,,,,,,,,,,,,,,,
,,,,,Frontrow,,,Boutique.,52.35503,,,,,,,Diamonds and Curls,,,,IJburglaan 1277,,,,,,,hairdresser,,,4.99616,,,,,,,,,,,,,,,,buy,,,,,,,,,,,Diamonds and Curls,,hairdresser,,,,,,,,,,,,,,,,,,,
,,,,,Ien Lifestyleshop,,,Boutique.,52.35513,,,,,,,Diamonds and Curls,,,,Diemerparklaan 52,,,,,,,hairdresser,,,4.99597,,,,,,,,,,,,,,,,buy,,,,,,,,,,,Diamonds and Curls,,hairdresser,,,,,,,,,,,,,,,,,,,
,,,,,IJgenwijs,,,Nice shop for presents and home decoration. It is about to close.,52.35489,,,,,limited,,Smartphone Repair,,,,IJburglaan 1285,,,,,,,electronics,,,4.99645,,,,,,,,,,,,,,,,buy,,,,,,,,,,,Smartphone Repair,,electronics,,,,,,,,,,,,,,,,,,,
,,,,,Sevenlands,,,Boutique.,52.35349,,,,,yes,,Dierenparadijs,,,,IJburglaan 1359,,,,,,,pet,,,4.99910,,,,,,,,,,,,,,,,buy,,,,,,,,,,,Dierenparadijs,,pet,,,,,,,,,,,,,,,,,,,
,,,,,SUBURB Denim,,,Boutique.,52.35126,,,,,,,,,,,IJburglaan 1499,,,,,,,,,,5.00325,,,,,,,,,,,,,,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tjikky+Ko,,,For kids's clothing.,52.35267,,,,,,,Tjikky & KO,,,,Krijn Taconiskade 128P,,,,,,,clothes,,,5.00367,,,,,,,,,,,,,,,We-Su 12:00-17:00,buy,,,,,,,,,,,Tjikky & KO,We-Su 12:00-17:00,clothes,,,,,,,,,,,,,,,,,,,
,,,,,Boerenjongens Eetwinkel,,,A deli shop annex lunch room with products from the region.,52.35667,,,,,,,Brouwer Makelaars,,,,Talbotstraat 3,,,,,,,estate_agent,,,4.99327,,,,,,,,,,,,,,,,eat,+31 20 416-7059,,,,,,,,,,Brouwer Makelaars,,estate_agent,Lunch,No,,,,,,,Casual,,,,,,,,,,
,,,,,IJsburg,,,Ice cream shop.,52.35225,,,,,,,Midnight IJburg,,,,Pampuslaan 41,,,,,,,convenience,,,5.007687,,,,,,,,,,,,,,,,eat,,,,,,,,,,,Midnight IJburg,,convenience,Nothing,No,,,,,,,Casual,,,,,,,,,,
,,,,,De Keuken van Tante Til,,,Mediterranean deli annex restaurant.,52.35149,,,,,,,,,,,IJburglaan 1501,,,,,,,,,,5.00279,,,,,,,,http://www.dekeukenvantantetil.nl/,,,,,,,,eat,+31 20 416-6609,,,Mains €10-15,,,,,,,,,,Nothing,No information provided.,,,,,,,Intimate,This place would be categorized as cheap.,,,,,,,,,
,,,,,Biertuin,,,"Oktoberfest-style biergarten, so expect long tables and a wide variety of bottled beers available. It has a nice atmosphere during warm summer evenings. Try the Hamburger Deluxe or chicken menus. And come early, as it is often crowded. Reservations cannot be made, but you can wait outside with a beer until seating is available.",52.36230,,,,,,,,,,,Linnaeusstraat 29,,,,,,,,,,4.92416,,,,"Su- Th 11:00-01:00, F Sa 11:00-03:00",,,,http://www.debiertuin.nl/,,,,,,,,eat,+31 20 665-0956,,,€15-20,,,,,,,,,,Dinner,There is no mention of a star rating for Micheline in the description.,,,,,,,Casual,This would be categorized as a medium-priced meal.,,,,,,,,,
,,,,,Bloem op IJburg,,,Italian restaurant.,52.35446,,,,,limited,,Bloem op IJburg,,,,IJburglaan 1289,,,yes,,italian,,,,,4.99714,,,,17:30-22:00 daily,,,,http://www.bloemopijburg.nl/,,,,,,,Tu-Sa 17:30-21:30,eat,+31 20 416-0677,restaurant,,€15-20,,https://www.bloemopijburg.nl/,restaurant,,,italian,Bloem op IJburg,Tu-Sa 17:30-21:30,,Dinner,No,,,,,,,Intimate,"Based on the price range provided (€15-20), the meal can be categorized as medium-priced.",,,,,,,,,
,,,,,De Ponteneur,,,"An inexpensive bar-restaurant with great food and atmosphere. All food served is fresh and homemade. Free Wi-Fi available. Excellent bang for the buck and suited for only a drink as well. No English menu, some waiters speak English.",52.36343,,,,,,,,,,,Eerste van Swindenstraat 581,,,,,,,,,,4.93032,,,,"M-Th 09:00-01:00, F Sa 09:00-02:00, Su 10:00-01:00",,,,http://www.ponteneur.nl/,,,,,,,,eat,+31 20 668-0680,,,Mains €15-20.,,,,,,,,,,Nothing,3 star,,,,,,,Casual,This place can be categorized as medium in terms of price range for meals.,,,,,,,,,
