addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,diet:vegan,address,checkOut,note,takeaway,indoor_seating,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,diet:vegetarian,fee,hours,stars,changing_table,toilets,url,internet_access,alt,building,outdoor_seating,smoking,diet:gluten_free,opening_hours,type,phone,amenity,old_name,price,tourism,website,amenity,brand,check_date,cuisine,name,opening_hours,shop,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size
15,Vijzelgracht,,,,Holtkamp,,,"Best pastry cafe in Amsterdam. Much better than the Zeitan, which as many recommend. Do try the ""holdkampf"" with fillings!",52.36169,,", , , , X, X, X, , X, X, yes: 2234, limited: 983, no: 881, , ",nl:Patisserie Holtkamp,,limited,,Patisserie Holtkamp,,1017HM,,Vijzelgracht 15,,,,,,,confectionery,,,4.89183,,,,"M-F 8-18:00, Sa 8-17:00",,,,,,,,,,,Mo-Fr 08:30-18:00; Sa 08:30-17:00,eat,+31 20 624 8757,,,,,https://www.patisserieholtkamp.nl/,,,,,Patisserie Holtkamp,Mo-Fr 08:30-18:00; Sa 08:30-17:00,confectionery,Nothing,No,,,,,,,Casual,,,,,,,,,,
45,Korte Leidsedwarsstraat,,,,Akbar,,,"Indian restaurant, Muslim (halal) / Hindu (no beef). Good quality dishes from different regions of India.",52.36528,,", , , , , X, X, X",,,,,Suzie Wong,,1017PW,,Korte Leidsedwarsstraat 15,,,,,,,,,,4.88193,,,,,,,,http://www.akbar.nl,,,,,,,,eat,,bar,,Main courses €15-20,,https://www.suzy-wong.nl,bar,,,,Suzie Wong,,,Dinner,No star mentioned.,,,,,,,Family-friendly,This place would be categorized as **medium** in terms of pricing.,,,,,,,,,
49-H,Reguliersdwarsstraat,,,,La Margarita,,,"This Caribbean restaurant offers a huge range of plates, including three different vegetarian options. Every dish comes with ample sides of white rice, black beans, plantains, and vegetables. In addition to having great food,  the restaurant is decked out with a range of fantastic and magic-realist art.  If you like your food hot,  be sure to ask for the special home-made hot sauce. Reservations accepted.",52.36643,,", , , , X, X, , , yes: 2234, limited: 983, no: 881",,,limited,,Brasserie Je T'aime,,1017BK,,Reguliersdwarsstraat 49,,,,,,,,,,4.89115,,,,Daily 5PM-11PM,,,,,,,,,,,,eat,+31 20 623 07 07,restaurant,,"€20-30 per person, with drinks",,,restaurant,,,,Brasserie Je T'aime,,,Dinner,3 star,,,,,,,Casual,"Based on the price range of €20-30 per person, with drinks, I would categorize this place as **medium** in terms of pricing.",,,,,,,,,
274,Prinsengracht,,,,Proeverij 274,,,"Small, cosy restaurant at one of the main canals. Business but also romantic dinner. Small menu, new Dutch cuisine with classic French influences. The menu features mainly organic regional produce. Personal service, nice wine advice and fresh seasonal food in a relaxed environment.",52.37106,,", , , , X, X, X, X, , , , X",,,,,Venus & Adonis,,1016HH,,Prinsengracht 274,,,,,,,,,,4.88244,,,,Daily 6PM-10PM,,,,,,,,,,,Mo-Fr 17:30-24:00; Sa-Su 13:00-01:00,eat,+31 20 421 18 48,restaurant,,,,https://www.venusenadonis.nl/,restaurant,,,,Venus & Adonis,Mo-Fr 17:30-24:00; Sa-Su 13:00-01:00,,Dinner,No,,,,,,,Intimate,,,,,,,,,,
,,,,,Amsterdam Jewel Cruises,,,A la carte dining while cruising the canals.,52.37237,,"X, X, yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1, yes: 72, no: 22, unisex: 2, , yes: 2234, limited: 983, no: 881",,,no,,Cafe Het Paleis,,,,Singel 235,,,,,,,,,,4.88895,no,,,,,,yes,http://www.amsterdamjewelcruises.com,,,,,,,,eat,+31 20 422 13 85,cafe,,Cruise and 3 courses dinner €115-125,,,cafe,,,,Cafe Het Paleis,,,Dinner,2 star,,,,,,,Romantic,This place would be categorized as expensive.,,,,,,,,,
88,Herengracht,,,,'t Arendsnest,,,"Excellent biercafe serving only Dutch beers and liqueurs, including jenever. Around 30 beers on tap, 17 or so which change regularly, and over 100 bottled. Very friendly bartenders who know beer well and give great recommendations. Try the &euro;8 sampler, which gives you 12cl samples of 3 beers with a glass of water and some crackers.",52.37677,,", , , , X, X, , X, wlan: 431, yes: 64, no: 20, X, , , , X",,,,,Spingaren,,1015BS,,Herengracht 90,,,,,italian;fine_dining;french;diner;barbecue,,,,,4.8893,,,,"Su-Th 4PM-midnight, F-Sa: 4PM-2AM",,,,http://www.arendsnest.nl/,wlan,,,,,,,drink,+31 20 624 9635,restaurant,,Price: €8 for sampler,,https://spingaren.nl,restaurant,,,italian;fine_dining;french;diner;barbecue,Spingaren,,,,,,,,,Beer,None,Casual,This place is considered medium priced based on the drink price of €8.,,,,,,,,,
24,Leidseplein,Dan Murphy's Irish bar,,,Dan Murphy's,,,"One of the many Irish pubs in the city. People from all over the world meet here and watch football, rugby and typical Irish sports like hurling and Gaelic football while drinking a pint of Guinness.",52.36452,,", , , , X, X, wlan: 431, yes: 64, no: 20, X, , , X, , X",,,,,Dan Murphy's Irish bar,,1017PT,,Leidseplein 24,,,,,,,,,,4.88229,,,,,,,,http://www.danmurphys.nl/,wlan,,,,,,Fr-Sa 12:00-03:00; Su-Th 12:00-01:00,drink,+31 20 422 3285,pub,,,,http://www.danmurphys.nl,pub,,,,Dan Murphy's Irish bar,Fr-Sa 12:00-03:00; Su-Th 12:00-01:00,,,,,,,,beer,Irish Folk,Casual,,,,,,,,,,
39,Vijzelstraat,,,,Feijoa,,,"Cocktail bar with a lovely atmosphere, pleasant music and friendly staff, including one of the Netherlands leading cocktail barmen. Will make any cocktail you ask for.",52.36599,,", , , , X, X, , ",,,,,Bobby's,,1017HE,,Vijzelstraat 39,,,,,,,,,,4.89329,,,,,,,,,,,,,,,,drink,+31 6 53 726 137,bar,,,,,bar,,,,Bobby's,,,,,,,,,cocktail,Jazz,Intimate,,,,,,,,,,
57,Max Euweplein,,,,Hard Rock Cafe,,Hard Rock Cafe,"This is close to, or right next to the Holland Casino also close to the Leidseplein. Great service, great food, and plenty of drinks.",52.36203,en:Hard Rock Cafe,", , , , X, X, , , X, , X, X, , , X, yes: 2234, limited: 983, no: 881",,,limited,,Hard Rock Cafe,,1017MA,,Max Euweplein 61,,,,,american,,,,,4.88304,no,,,,,,,,,,,,,,"Mo-Th 09:00-24:00, Fr,Sa 09:00-01:00",drink,+31 20 888 1358,restaurant,,,,https://www.hardrockcafe.com/location/amsterdam/,restaurant,Hard Rock Cafe,,american,Hard Rock Cafe,"Mo-Th 09:00-24:00, Fr,Sa 09:00-01:00",,,,,,,,Cocktail,Nothing,Casual,,,,,,,,,,
163,Lijnbaansgracht,,,,Maloe Melo,,,"Small blues bar which is separated in two parts: a free part in the front, €5 entrance fee in the back where blues or rock 'n' roll bands play live every night of the week.",52.37005,,", , , , X, , X, X, , X",,,,,Bluescafé Maloe Melo,,1016VX,,Lijnbaansgracht 163,,,,,,,,,,4.87771,,,,"Sun-Thu: 3 AM, Fri-Sat: 4 AM",,,,http://www.maloemelo.com/,,,,,,,Su-Th 21:00-03:00; Fr-Sa 21:00-04:00,drink,+31 20 420 4592,bar,,"- Front part: Free
- Back part: €5 entrance fee",,https://www.maloemelo.com,bar,,,,Bluescafé Maloe Melo,Su-Th 21:00-03:00; Fr-Sa 21:00-04:00,,,,,,,,Beer,Blues,Intimate,This place would be categorized as cheap based on the price range of the drink offered.,,,,,,,,,
102,Amstel,,,,Mulligans Irish Music Bar,welcome,,"The oldest Irish bar in Amsterdam, Mulligans has live music most nights. This is where the traditional music crowd gathers.",52.36698,,", , , , X, , X, , , wlan: 431, yes: 64, no: 20, primary: 20, welcome: 4, X, X, X, yes: 2234, limited: 983, no: 881",,,limited,,Blin Queen,,1017AD,,Amstel 100,,,,,breakfast;cake;coffee_shop;crepe;diner;pancake,,,,,4.89684,,,,,,,,http://www.mulligans.nl/,wlan,,,,,,Mo-Th 09:00-21:00; Fr 09:00-22:00; Sa-Su 09:00-18:00,drink,,restaurant,,,,https://www.blinqueen.com,restaurant,,,breakfast;cake;coffee_shop;crepe;diner;pancake,Blin Queen,Mo-Th 09:00-21:00; Fr 09:00-22:00; Sa-Su 09:00-18:00,,,,,,,,Beer,Traditional,Casual,,,,,,,,,,
27-29,Rembrandtplein,,,,l'Opera,,,"A friendly spot for coffee, a beer, or something stronger. You may at first only notice the outside seating and the enclosed terrace, but there is also an elegant, (usually) quieter indoor area. Food, too, but you don't see many eaters.",52.36644,,", , , , X, X, yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1",,,,,Beers & Barrels,,1017CT,,Rembrandtplein 27-29,,,,,,,,,,4.8975,,,,,,,,http://www.l-opera.nl/,,,,,,,,drink,+31 20 620 47 54,cafe,,,,,cafe,,,,Beers & Barrels,,,,,,,,,Coffee,Jazz,Intimate,,,,,,,,,,
86,Korte Leidsedwarsstraat,,,,Whisky Cafe L&B,,,"If you like whisky, this small, laid-back and friendly cafe is the ideal place to visit. Many unusual whiskies from independent bottlers and closed distilleries are available. The menu stretches along one wall and is about 2 meters in height, the cafe having had 1001 whiskies available since they opened. Just be warned the stairs to the toilets are pretty steep!",52.36271,,", , , , X, X, , X",,,,,De Spuyt,,1017RD,,Korte Leidsedwarsstraat 82-84,,,,,,,,,,4.88538,no,,,,,,,http://whiskyproeverijen.nl/,,,,,,,,drink,+31 6 245 541 62,pub,,,,http://www.cafedespuyt.nl,pub,,,,De Spuyt,,,,,,,,,Whiskey,None,Intimate,,,,,,,,,,
,,,,,AIR,,,,,,,,,,,,,,,Amstelstraat 16,,,,,,,,,,,,,,,,,,http://www.air.nl,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,wine,Classical,Intimate,,,,,,,,,,
,,,,,Chicago Social Club,,,Amsterdam's nightlife king Casper Reinders joined with the founders of Bitterzoet and the owners of Boom Chicago to bring quality clubbing to the Leidspelein.,,,,,,,,,,,,Leidseplein 12,,,,,,,,,,,,,,,,,,http://www.chicagosocialclub.nl,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,cocktail,Clubbing,Chic,,,,,,,,,,
,,,,,Club HOME,,,,,,,,,,,,,,,Wagenstraat 7,,,,,,,,,,,,,,,,,,http://www.clubhome.nl,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,wine,Classical,No,,,,,,,,,,
,,,,,Escape,,,"A large, fairly uninspiring nightclub that mostly plays mainstream house music. The first hall is large and attracts the more or less wannabe hip people of the city, although the crowd is diverse. The second hall upstairs has a completely different audience, mostly hip-hop and R&B enthusiasts. At some events Escape is split in two, which means you can use the backside entry at '''Amstel''' for a different party.",,,,,,,,,,,,Rembrandtplein 11,,,,,,,,,,,,,,,,,,http://escape.nl/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,beer,House,Casual,,,,,,,,,,
,,,,,Jimmy Woo,,,"The most glamorous club in Amsterdam offers a selection of house and r&b, with a spectacularly lit dance floor downstairs. It is relatively small and there is table service, so it feels a bit like a VIP-room. Entry policy is strict so dress sharp to get in. And boys, don't come alone.",,,,,,,,,,,,Korte Leidsedwarsstraat 18,,,,,,,,,,,,,,,,,,http://www.jimmywoo.com/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Cocktail,House,Chic,,,,,,,,,,
,,,,,Melkweg,,,"A former milk factory, now it's one of the best live venues of Amsterdam. Its interior is not as good as Paradiso, but it feels more like a nightclub as the music is dance/trance oriented. Popular among university students and younger tourists, it's a great place to go out till the sun gets up. Rates can vary widely, and go very steep during special events.",,,,,,,,,,,,Lijnbaansgracht 234,,,,,,,,,,,,,,,,,,http://www.melkweg.nl/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Beer,Dance,Casual,,,,,,,,,,
,,,,,Paradiso,,,"Sometimes referred to as a nightclub, it feels more like a nightly music venue and is the safest bet in town. Its interior is phenomenal as it is housed in a former church, but the main room has relatively bad acoustics. It gets a mixed crowd as there are plenty of rooms with different bands performing and it isn't too crazy expensive. Its music straddles the line between pop and alternative. Much of the performances are rock, but it can really be anything: don't be surprised to be dancing the Russian troika with thousands of people on a Wednesday night. It gets fairly packed, as is obvious by the huge line on the weekends, especially after 01:00.",,,,,,,,,,,,Weteringschans 6,,,,,,,,,,,,,,,,,,http://www.paradiso.nl/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,cocktail,Nightclub,Chic,,,,,,,,,,
,,,,,Studio 80,,,"This is a somewhat more underground, intimate club that's easy to miss because of its flashy neighbours. It prides itself by trying to stay on the forefront of electronic music in the city.",,,,,,,,,,,,Rembrandtplein 17,,,,,,,,,,,,,,,,,,http://www.studio-80.nl,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Cocktail,Electronic,Intimate,,,,,,,,,,
,,,,,Sugar Factory,,,"Bit of a remarkable place that integrates art, music, culture, theatre and nightclub into one. It has a relaxed atmosphere with an eccentric artistry audience.",,,,,,,,,,,,Lijnbaansgracht 238,,,,,,,,,,,,,,,,,,http://www.sugarfactory.nl/page=site.home,,,,,,,,drink,+31 20 626 50 06,,,Around €10,,,,,,,,,,,,,,,,cocktail,Eclectic,Chic,Medium,,,,,,,,,
,,,,,The Cave Rockclub,,,"Cozy metal bar with friendly barstaff and interesting regulars, with live performances by touring metal bands on weekends.",,,,,,,,,,,,Prinsengracht 472,,,,,,,,,,,,,,,,,,http://www.thecave.nl/,,,,,,,,drink,+31 20 626 89 39,,,,,,,,,,,,,,,,,,,Beer,Metal,Intimate,,,,,,,,,,
,,,,,Waterhole,,,Light rock/funk jam sessions in a dingy but atmospheric bar with pooltables. Live bands play every night of the week.,,,,,,,,,,,,Korte Leidsedwarsstraat 49,,,,,,,,,,,,,,"Su-Th: 3 AM, Fri-Sat: 4 AM",,,,http://www.waterhole.nl,,,,,,,,drink,+31 20 620 89 04,,,"€1, entrance fee includes wardrobe",,,,,,,,,,,,,,,,beer,Funk,Casual,This place is categorized as cheap.,,,,,,,,,
,,,,,Betty Too,,,"Absolute gem, cozy and friendly place with moderate prizes and interesting, international crowd.",,,,,,,,,,,,Reguliersdwarsstraat 29,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Nothing,Cozy,Intimate,,,,,,,,,,
,,,,,Bulldog,,,"This is the original shop that used to be a police department. Now it turned into a chain of touristy coffeeshops, bars, hotels and even an energy drink.",,,,,,,,,,,,Leidseplein 13-17,,,,,,,,,,,,,,,,,,http://www.bulldog.nl/,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Coffee,Commercial,Casual,,,,,,,,,,
,,,,,Global Chillage,,,Good produce and nice tunes but uncomfortable seating.,,,,,,,,,,,,Kerkstraat 51,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,nothing,Jazz,Casual,,,,,,,,,,
,,,,,Grey Area,,,"Tiny, but famous for their outstanding weed, especially ""American"" strains.",,,,,,,,,,,,Oude Leliestraat 2,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Beer,Reggae,Intimate,,,,,,,,,,
,,,,,The Otherside,,,Gay coffeeshop.,,,,,,,,,,,,Reguliersdwarsstraat 6,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,Coffee,Indie,Chic,,,,,,,,,,
138,Kerkstraat,,,,Hans Brinker Hostel,,,Very light atmosphere and doesn't take itself seriously. Bar and downstairs club.,52.36362,,", , , , , X, , , X, wlan: 431, yes: 64, no: 20, X, , , X, yes: 2234, limited: 983, no: 881",,,limited,,Hans Brinker,,1017GR,,Kerkstraat 136-138,,,,,,,,,,4.88815,,,,,,,,http://www.hans-brinker.com,wlan,,,,,,,sleep,+31 20 622 0687,hostel,,dorm €24+ per person,,https://hansbrinker.com/,hostel,,,,Hans Brinker,,,,,,,"Possible room facilities based on the description could include:
- Bar
- Club
- Air conditioning
- View",Hostel,,,,Cheap,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing
,,,,,Mozart Hotel,,,47 en-suite rooms.,52.36555,,", X, X, , X, X",,,,,Ticket Shop Stromma Canal Tours,,,,Prinsengracht 518-520,,,,,,,ticket,,,4.88659,,,,,,,,http://www.hotelmozart.nl/,,,,,,,,sleep,+31 20 620 95 46,yes,,"Singles €50, doubles €60",,https://www.stromma.com,yes,,,,Ticket Shop Stromma Canal Tours,,ticket,,,,,- Private bath,Hotel,,,,Cheap,Yes.,Nothing,Yes.,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing
4,Nicolaas Witsenstraat,,,,Hotel Nicolaas Witsen,,,,52.35891,,", , , , , X, , , , X",,,,,Hotel Nicolaas Witsen,,1017ZH,,Nicolaas Witsenstraat 4-8,,,,,,,,,,4.89611,,,,,3,,,http://www.hotelnicolaaswitsen.nl,,,,,,,,sleep,+31 20 623 6143,hotel,,€75,,https://www.hotelnicolaaswitsen.nl/,hotel,,,,Hotel Nicolaas Witsen,,,,,,,,,,,,,,,,,,,,,
,,,,,Hotel Asterisk,,,"Smallish, but clean and quiet rooms in two buildings across a residential street. Generous check-in/checkout, good breakfast (included). Close to tram stop, walk to Rijks/van Gogh museums.",52.3589,,"wlan: 431, yes: 64, no: 20, X, , ",,,,14:00,Kap,,,,Den Texstraat 16,11:00,,,,,,,,,4.8939,,,,,2,,,http://www.asteriskhotel.nl/en/,wlan,,,,,,,sleep,+31 20 626 2396,hotel,,"€70, knock off a couple of euros by booking directly on their site",,,hotel,,,,Kap,,,,,,Clean,"- Clean and quiet rooms
- Good breakfast (included)
- Close to tram stop
- Walking distance to Rijks/van Gogh museums",Hotel,,,,Cheap,Nothing,Nothing,Nothing,No,Nothing,No,Nothing,Nothing,Smallish
113,Weteringschans,,,,Blue Moon Bed & Breakfast,,,Bed & Breakfast opposite the Rijksmuseum.,52.36033,,", , , , X, X, , , yes: 2234, limited: 983, no: 881",,,no,,Carl Denig,,1017SB,,Weteringschans 123A,,,,,,,outdoor,,,4.8888,,,,,,,,http://www.bluemoon-amsterdam.nl,,,,,,,,sleep,+31 20 428 88 00,,,From €105 to €165,,,,,,,Carl Denig,,outdoor,,,,,"- Location opposite the Rijksmuseum  
- Number of beds  
- Private bath",Hotel,,,,Medium,Nothing,Nothing,Nothing,Nothing,City view,Nothing,Nothing,Nothing,Nothing
18,Westeinde,,,,Cocomama,,,"Amsterdam's first boutique hostel. Free wifi, garden, fully equipped kitchen for guest use, livingroom. Very social atmosphere. All rooms en suite.",52.35877,,", , , , X, , no: 149, outside: 100, isolated: 7, separated: 7, dedicated: 3, yes: 1, , , , X, ",,,,4 pm,Cocomama,,1017ZP,,Westeinde 18,12 pm,,,,,,,,,4.89866,,,,,,,,http://www.cocomama.nl,,,,,outside,,,sleep,+31 6272 454,hostel,,"Private room €76 to €126, dorm €26 - €48",,https://www.cocomama.nl,hostel,,,,Cocomama,,,,,,Cleanliness,"Facilities: En suite private bath, fully equipped kitchen, living room, free wifi, garden.",Hostel,,,,Medium,Yes,Nothing,Yes.,No,City view,"Yes, the hotel room has a kitchen.",Nothing,Nothing,Nothing
382-O,Marnixstraat,,,,Hotel de Paris',,,Three star hotel.,52.36547,,", , , , X, , X, , , X",,,,,Hotel Marnix,,1016XX,,Marnixstraat 372,,,,,,,,,,4.87979,,,,,,,,http://hoteldeparisamsterdam.nl/,,,,,,,,sleep,+31 20 623 75 24,,,From €99,,https://www.marnixhotel.nl,,,,,Hotel Marnix,,,,,,,"Based on the description ""Three star hotel,"" common room facilities could include: private bath, air conditioning, TV, and a varying number of beds depending on the room type.",Hotel,,,,Medium,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing
415,Marnixstraat,,,,Hotel La Boheme,,,Two star hotel with very friendly staff. Clean rooms and free wi fi.,52.36455,,", , , , X, , , , X",,,,,La Bohème,,1017PK,,Marnixstraat 415,,,,,,,,,,4.88108,,,,,,,,http://www.la-boheme-amsterdam.com,,,,,,,,sleep,+31 20 624 2828,hotel,,€80-130,,https://www.la-boheme-amsterdam.com/,hotel,,,,La Bohème,,,,,,Clean and friendly staff,"Possible facilities:
- Private bath
- Free Wi-Fi
- Clean rooms
- Very friendly staff",Hotel,,,,Medium,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing
,,,,,Jewel Canal Apartments,,,"Two canal side apartments in the center of Amsterdam, close to the Dam Square. Suitable for holiday and business stays. Free high speed internet.",52.37237,,"X, X, yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1, yes: 72, no: 22, unisex: 2, , yes: 2234, limited: 983, no: 881",,,no,,Cafe Het Paleis,,,,Singel 235,,,,,,,,,,4.88898,no,,,,,,yes,http://www.amsterdamjewel.com,,,,,,,,sleep,+31 6 244 575 93,cafe,,From €109 to €179,,,cafe,,,,Cafe Het Paleis,,,,,,,"- Location: Center of Amsterdam, close to Dam Square
- Number of beds: Not specified
- Free high speed internet","Apartment, Close to center",,,,medium,Nothing,Nothing,Nothing,Nothing,City view,No,Nothing,Nothing,Nothing
382-O,Marnixstraat,,,,Marnix Hotel,,,2 star hotel with dorm beds.,52.36546,,", , , , X, , X, , , X",,,,,Hotel Marnix,,1016XX,,Marnixstraat 382,,,,,,,,,,4.87979,,,,,,,,,,,,,,,,sleep,+31 20 664 6111,,,"€79-95, dorm €30 per person",,https://www.marnixhotel.nl,,,,,Hotel Marnix,,,,,,,"- Dorm beds
- Shared bathroom
- Air conditioning (possible)
- TV (possible)",Hostel,,,,Nothing,No,Nothing.,Nothing,Nothing,Nothing,No,No,Nothing,Nothing
4,Nicolaas Witsenstraat,,,,Hotel Nicolaas Witsen,,,3-star hotel in the city center of Amsterdam nearby Heineken factory.,52.35889,,", , , , , X, , , , X",,,,,Hotel Nicolaas Witsen,,1017ZH,,Nicolaas Witsenstraat 4,,,,,,,,,,4.89609,,,,,3,,,http://www.hotelnicolaaswitsen.nl/,,,,,,,,sleep,+31 20 623 6143,hotel,,€132,,https://www.hotelnicolaaswitsen.nl/,hotel,,,,Hotel Nicolaas Witsen,,,,,,,"Possible room facilities based on the description:
1. Private bath
2. Air conditioning
3. TV
4. Size","Hotel, Close to center",,,,Nothing,Nothing,Nothing,Nothing,Nothing,City view,Nothing,Nothing,Nothing,Nothing
97,Leidsekade,,,,Eden Amsterdam American Hotel,,Hard Rock Hotel,"Listed as an Art Nouveau monument, the hotel is right in the heart of Leidseplein Square. Both Café Americain and Bar Americain are in the hotel, famous for celebrity and VIP spotting.",52.36382,,", , , , X, , X, X, X, , , , , , X, X, yes: 2234, limited: 983, no: 881, , , ",nl:American Hotel,,yes,,Hard Rock Hotel Amsterdam American,entrance at the side!,1017PN,,Leidsekade 97,,,,,,,,,,4.88123,yes,,,,4s,,,https://www.amsterdamamericanhotel.com,,A member of Summit Hotels and Resorts,,,,,,sleep,+31 20 556 3000,hotel,,€100-200,,https://www.hardrockhotels.com/amsterdam-american/,hotel,Hard Rock Hotel,,,Hard Rock Hotel Amsterdam American,,,,,,,"- Private bath
- Air conditioning
- View
- TV",Hotel,,,,Medium,Nothing,Yes,Nothing,No,City view,No,Yes.,Nothing,Nothing
341,Herengracht,,,,Hotel Ambassade,,,Four star hotel on one of the main canals. Writers that stayed here left signed copies of their books in the hotel's library.,52.3694,,", , , , X, , , , , X",,,,,Ambassade Hotel,,1016AZ,,Herengracht 341,,,,,,,,,,4.88722,,,,,4,,,http://www.ambassade-hotel.nl,,,,,,,,sleep,+31 20 555 02 22,hotel,,€195,,https://www.ambassade-hotel.nl/nl/home,hotel,,,,Ambassade Hotel,,,,,,,"- Library
- View of main canal
- Four star rating",Hotel,,,,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,No,Nothing,Nothing,Nothing
323,Prinsengracht,,,,Hotel Pulitzer,,,"25 restored 17th and 18th century canal houses overlooking two of the city's most picturesque canals, Prinsengracht and Keizersgracht, and made famous in Ocean's 12.",52.37267,,", , , , X, X, , , , , , X, yes: 2234, limited: 983, no: 881, , , ",nl:Hotel Pulitzer,,yes,,Pulitzer,,1016GZ,,Prinsengracht 315-331,,,,,,,,Category:Hotel Pulitzer,,4.88328,,,,,5s,,,http://www.pulitzeramsterdam.com/,,,,,,,,sleep,+31 20 523 5235,hotel,,€259,,https://www.pulitzeramsterdam.com/,hotel,,,,Pulitzer,,,,,,,"- View of Prinsengracht and Keizersgracht canals
- Private bath
",Hotel,,,,Expensive,Nothing,Nothing,Nothing,Nothing,City view,Nothing,Nothing,Nothing,Nothing
2,Linnaeusstraat,,,,Tropenmuseum,,,ethnographic museum,52.36277,,", , , , , X, X, X, , , X, , , , X, yes: 2234, limited: 983, no: 881, , ",nl:Tropenmuseum,,yes,,Wereldmuseum Amsterdam,,1092CK,,Linnaeusstraat 2,,,,,,,,,,4.92268,,,,Tu-Su 10:00-17:00,,,,http://tropenmuseum.nl/en,,,,,,,Tu-Su 10:00-17:00,see,+31 20 568-8200,museum,,€12.50,,https://amsterdam.wereldmuseum.nl/,museum,,,,Wereldmuseum Amsterdam,Tu-Su 10:00-17:00,,,,,,,,,,,,,,,,,,,,
,,,,,Persmuseum,,,,52.36916,,", , , , , , X, X, , , X",,,,,,,,,Zeeburgerkade 10,,,,,,,,,,4.939835,,,,,,,,http://persmuseum.nl/,,Press Museum,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Oosterpark,,,"Close to Plantage, this park holds several multicultural festivals throughout the year.",52.3601,,", , , , , , wlan: 431, yes: 64, no: 20, , X, X, , , no: 149, outside: 100, isolated: 7, separated: 7, dedicated: 3, yes: 1, , , X, , X",,,,,,,,,,,,,,,,,,,4.9205,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Diemerpark,,,"This is a large park, a little like a dune park.",52.3527,,", , , , X, X, , ",,,,,,,,,,,,,,,,,,,4.9866,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Flevopark,,,"The Flevopark is in the Indische Buurt, at the Eastern end of the Insulindeweg, next to the Jewish cemetery, the Flevobad swimming pool, and the Nieuwe Diep inlet. There are two cafés open in spring/summer/autumn time and one festival each year.",52.3615,,"X, X, X, , yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1, yes: 2234, limited: 983, no: 881",,,,,,,,,,,,,,,,,,,4.9494,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kamerlingh Onneslaan,,,,Frankendael,,,"Frankendael is a house built in 1733 in Watergraafsmeer. The house is surrounded by a pleasant park.  Take tram 9, get off at the stop ""Hugo de Vrieslaan"".",52.3507,,", , , , X, X, yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1",,,,,At the ParQ,,1097DE,,,,,,,,,,,,4.9297,,,,,,,,,,,,,,,,see,,cafe,,,,,cafe,,,,At the ParQ,,,,,,,,,,,,,,,,,,,,,
,,,,,Bimhuis,,,"World class jazz and improvised music venue, five minutes by foot from Centraal Station.",52.37796,,"X, X, X, yes: 2234, limited: 983, no: 881",,,yes,,Amsterbike,,,,Piet Heinkade 3,,,,,,,bicycle,,,4.91289,,,,,,,,http://www.bimhuis.nl/index.php?&lang=en,,,,,,,,do,+31 20 788-2150,bicycle_rental,,€14-18,,,bicycle_rental,,,,Amsterbike,,bicycle,,,Music,,,,,,,The price range of €14-18 would be categorized as cheap.,,,,,,,,,
